STT,Mã chứng khoán,Mã ISIN,Tên chứng khoán,Loại chứng khoán,Thị trường,Ngày hủy ĐK,Lý do
993,BVDB16053,VNBVDB160539,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,11/01/2019,Trái phiếu đáo hạn
994,TD1619436,VNTD16194365,Trái phiếu Chính phủ đấu thầu đợt 01/2016,Trái phiếu,Trái phiếu chuyên biệt,07/01/2019,Trái phiếu đáo hạn
995,BVDB16052,VNBVDB160521,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,04/01/2019,Trái phiếu đáo hạn
996,VIC11504,VN0VIC115044,Trái phiếu VIC11201802,Trái phiếu,HOSE,28/12/2018,Trái phiếu đến thời gian đáo hạn
997,TD1518361,VNTD15183617,Trái phiếu Chính phủ đấu thầu đợt 125/2015,Trái phiếu,Trái phiếu chuyên biệt,28/12/2018,Trái phiếu đáo hạn
998,BVBS15060,VNBVBS150608,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,28/12/2018,Trái phiếu đáo hạn
999,TD1518362,VNTD15183625,Trái phiếu Chính phủ đấu thầu đợt 126/2015,Trái phiếu,Trái phiếu chuyên biệt,28/12/2018,Trái phiếu đáo hạn
1000,CP4_1803,VN00CP418031,Trái phiếu Chính phủ đợt 18/2003,Trái phiếu,Trái phiếu chuyên biệt,26/12/2018,Trái phiếu đáo hạn
1011,BVBS13210,VNBVBS132101,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,11/12/2018,Trái phiếu đáo hạn
1012,BVDB13294,VNBVDB132942,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,10/12/2018,Trái phiếu đáo hạn
1013,CP4A4703,VN0CP4A47030,Trái phiếu Chính phủ BLPH đợt 47/2003,Trái phiếu,Trái phiếu chuyên biệt,07/12/2018,Trái phiếu đáo hạn
1014,BVBS15057,VNBVBS150574,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,07/12/2018,Trái phiếu đáo hạn
1015,BVDB13293,VNBVDB132934,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,05/12/2018,Trái phiếu đáo hạn
1016,PTM,VN000000PTM7,"Cổ phiếu Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ ô tô PTM",Cổ phiếu,UpCOM,04/12/2018,"Công ty cổ phần Sản xuất, Thương mại và Dịch vụ ô tô PTM không đáp ứng điều kiện là Công ty đại chúng."
1017,TD1518357,VNTD15183575,Trái phiếu Chính phủ đấu thầu đợt 117/2015,Trái phiếu,Trái phiếu chuyên biệt,03/12/2018,Trái phiếu đáo hạn
1018,BVDB13292,VNBVDB132926,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,30/11/2018,Trái phiếu đáo hạn
1019,BVBS15056,VNBVBS150566,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,30/11/2018,Trái phiếu đáo hạn
1020,MLG,VN000000MLG3,Cổ phiếu Công ty cổ phần Tập đoàn Mai Linh,Cổ phiếu,Đại chúng chưa niêm yết,30/11/2018,Công ty cổ phần Tập Đoàn Mai Linh (số ĐKDN: 0300938037) không còn là công ty đại chúng và đã chấm dứt sự tồn tại do hợp nhất doanh nghiệp.
1011,BVBS13210,VNBVBS132101,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,11/12/2018,Trái phiếu đáo hạn
1012,BVDB13294,VNBVDB132942,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,10/12/2018,Trái phiếu đáo hạn
1013,CP4A4703,VN0CP4A47030,Trái phiếu Chính phủ BLPH đợt 47/2003,Trái phiếu,Trái phiếu chuyên biệt,07/12/2018,Trái phiếu đáo hạn
1014,BVBS15057,VNBVBS150574,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,07/12/2018,Trái phiếu đáo hạn
1015,BVDB13293,VNBVDB132934,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,05/12/2018,Trái phiếu đáo hạn
1016,PTM,VN000000PTM7,"Cổ phiếu Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ ô tô PTM",Cổ phiếu,UpCOM,04/12/2018,"Công ty cổ phần Sản xuất, Thương mại và Dịch vụ ô tô PTM không đáp ứng điều kiện là Công ty đại chúng."
1017,TD1518357,VNTD15183575,Trái phiếu Chính phủ đấu thầu đợt 117/2015,Trái phiếu,Trái phiếu chuyên biệt,03/12/2018,Trái phiếu đáo hạn
1018,BVDB13292,VNBVDB132926,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,30/11/2018,Trái phiếu đáo hạn
1019,BVBS15056,VNBVBS150566,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,30/11/2018,Trái phiếu đáo hạn
1020,MLG,VN000000MLG3,Cổ phiếu Công ty cổ phần Tập đoàn Mai Linh,Cổ phiếu,Đại chúng chưa niêm yết,30/11/2018,Công ty cổ phần Tập Đoàn Mai Linh (số ĐKDN: 0300938037) không còn là công ty đại chúng và đã chấm dứt sự tồn tại do hợp nhất doanh nghiệp.
1021,MNC,VN000000MNC8,Cổ phiếu Công ty Cổ phần Mai Linh Miền Trung,Cổ phiếu,HNX,30/11/2018,Công ty cổ phần Mai Linh Miền Trung không còn là công ty đại chúng và đã chấm dứt sự tồn tại do hợp nhất doanh nghiệp.
1022,MLN,VN000000MLN9,Cổ phiếu Công ty cổ phần Mai Linh Miền Bắc,Cổ phiếu,UpCOM,30/11/2018,Công ty cổ phần Mai Linh Miền Bắc không còn là công ty đại chúng và đã chấm dứt sự tồn tại do hợp nhất doanh nghiệp.
1023,CP4_1603,VN00CP416035,Trái phiếu Chính phủ đợt 16/2003,Trái phiếu,Trái phiếu chuyên biệt,29/11/2018,Trái phiếu đáo hạn
1024,CP4A4603,VN0CP4A46032,Trái phiếu Chính phủ bảo lãnh phát hành đợt 46/2003,Trái phiếu,Trái phiếu chuyên biệt,27/11/2018,Trái phiếu đáo hạn
1025,BVDB13291,VNBVDB132918,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,26/11/2018,Trái phiếu đáo hạn
1026,TD1518356,VNTD15183567,Trái phiếu Chính phủ đấu thầu đợt 115/2015,Trái phiếu,Trái phiếu chuyên biệt,26/11/2018,Trái phiếu đáo hạn
1027,BVDB15209,VNBVDB152098,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,23/11/2018,Trái phiếu đáo hạn
1028,BVDB13290,VNBVDB132900,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,20/11/2018,Trái phiếu đáo hạn
1029,FSC,VN000000FSC1,Cổ phiếu Công ty cổ phần Yuanta Việt Nam,Cổ phiếu,UpCOM,19/11/2018,Công ty cổ phần Chứng khoán Yuanta Việt Nam không đáp ứng điều kiện là Công ty đại chúng.
1030,TD1518355,VNTD15183559,Trái phiếu Chính phủ đấu thầu đợt 113/2015,Trái phiếu,Trái phiếu chuyên biệt,19/11/2018,Trái phiếu đáo hạn
1031,BVBS15054,VNBVBS150541,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,16/11/2018,Trái phiếu đáo hạn
1032,CP4A4403,VN0CP4A44037,Trái phiếu Chính phủ bảo lãnh phát hành đợt 44/2003,Trái phiếu,Trái phiếu chuyên biệt,16/11/2018,Trái phiếu đáo hạn
1033,BNC,VN000000BNC1,Cổ phiếu Công ty cổ phần Dịch vụ Cáp treo Bà Nà,Cổ phiếu,Đại chúng chưa niêm yết,14/11/2018,Công ty cổ phần Dịch vụ Cáp treo Bà Nà không đáp ứng điều kiện là Công ty đại chúng.
1034,BVDB15208,VNBVDB152080,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,13/11/2018,Trái phiếu đáo hạn
1035,BVBS15053,VNBVBS150533,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,09/11/2018,Trái phiếu đáo hạn
1036,KBC11710,VN0KBC117107,Trái phiếu Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,Trái phiếu,HOSE,08/11/2018,Trái phiếu đến thời gian đáo hạn
1037,BVDB15207,VNBVDB152072,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,06/11/2018,Trái phiếu đáo hạn
1038,BVBS15052,VNBVBS150525,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,02/11/2018,Trung tâm Lưu ký Chứng khoán Việt Nam (VSD) thông báo về việc huỷ đăng ký trái phiếu của tổ chức đăng ký như sau:
1039,MSI,VN000000MSI4,Cổ phiếu Công ty cổ phần Chứng khoán KB Việt Nam,Cổ phiếu,Đại chúng chưa niêm yết,31/10/2018,Công ty cổ phần Chứng khoán KB Việt Nam không đáp ứng điều kiện là Công ty đại chúng
1040,BVDB15206,VNBVDB152064,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,30/10/2018,Trái phiếu đáo hạn
1041,BVBS15051,VNBVBS150517,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,26/10/2018,Trái phiếu đáo hạn
1042,CP4A4003,VN0CP4A40035,Trái phiếu Chính phủ BLPH đợt 40/2003,Trái phiếu,Trái phiếu chuyên biệt,24/10/2018,Trái phiếu đáo hạn
1043,HCMB13261,VNHCMB132617,Trái phiếu Chính quyền địa phương Tp. Hồ Chí Minh đợt 2 năm 2013,Trái phiếu,Trái phiếu chuyên biệt,23/10/2018,Trái phiếu đáo hạn
1044,BVDB15205,VNBVDB152056,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,23/10/2018,Trái phiếu đáo hạn
1045,BVBS15050,VNBVBS150509,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,19/10/2018,Trái phiếu đáo hạn
1046,BVDB15204,VNBVDB152049,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,16/10/2018,Trái phiếu đáo hạn
1047,BVDB13244,VNBVDB132447,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,16/10/2018,Trái phiếu đáo hạn
1048,BVDB13243,VNBVDB132439,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,12/10/2018,Trái phiếu đáo hạn
1049,DGL,VN000000DGL2,Cổ phiếu Công ty cổ phần Hóa chất Đức Giang - Lào Cai,Cổ phiếu,HNX,04/10/2018,Công ty cổ phần Hóa chất Đức Giang – Lào Cai sáp nhập vào Công ty cổ phần Bột giặt và Hóa chất Đức Giang thông qua hình thức hoán đổi cổ phiếu
1050,CP4A3503,VN0CP4A35035,Trái phiếu Chính phủ BLPH đợt 35/2003,Trái phiếu,Trái phiếu chuyên biệt,28/09/2018,Trái phiếu đáo hạn
1051,CP4A3703,VN0CP4A37031,Trái phiếu Chính phủ BLPH đợt 37/2003,Trái phiếu,Trái phiếu chuyên biệt,28/09/2018,Trái phiếu đáo hạn
1052,CP4A3303,VN0CP4A33030,Trái phiếu Chính phủ BLPH đợt 33/2003,Trái phiếu,Trái phiếu chuyên biệt,28/09/2018,Trái phiếu đáo hạn
1053,CP4A3003,VN0CP4A30036,Trái phiếu Chính phủ BLPH đợt 30/2003,Trái phiếu,Trái phiếu chuyên biệt,26/09/2018,Trái phiếu đáo hạn
1054,CP4A3603,VN0CP4A36033,Trái phiếu Chính phủ BLPH đợt 36/2003,Trái phiếu,Trái phiếu chuyên biệt,26/09/2018,Trái phiếu đáo hạn
1055,CLP,VN000000CLP5,Cổ phiếu Công ty cổ phần Thủy sản Cửu Long,Cổ phiếu,Đại chúng chưa niêm yết,25/09/2018,Công ty cổ phần Thủy sản Cửu Long không đáp ứng điều kiện là Công ty đại chúng.
1056,CP4A3403,VN0CP4A34038,Trái phiếu Chính phủ BLPH đợt 34/2003,Trái phiếu,Trái phiếu chuyên biệt,24/09/2018,Trái phiếu đáo hạn
1057,QHB0818048,VNBB08180481,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,21/09/2018,Trái phiếu đáo hạn
1058,QHB0818043,VNBB08180432,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,14/09/2018,Trái phiếu đáo hạn
1059,CP4A2503,VN0CP4A25036,Trái phiếu Chính phủ BLPH đợt 25/2003,Trái phiếu,Trái phiếu chuyên biệt,14/09/2018,Trái phiếu đáo hạn
1060,BVDB13144,VNBVDB131449,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,13/09/2018,Trái phiếu đáo hạn
1061,VTF,VN000000VTF9,Cổ phiếu Công ty Cổ phần Thức ăn chăn nuôi Việt Thắng,Cổ phiếu,Đại chúng chưa niêm yết,13/09/2018,Công ty cổ phần Thức ăn Chăn nuôi Việt Thắng không đáp ứng điều kiện là Công ty đại chúng.
1062,CP4A2203,VN0CP4A22033,Trái phiếu Chính phủ BLPH đợt 22/2003,Trái phiếu,Trái phiếu chuyên biệt,12/09/2018,Trái phiếu đáo hạn
1063,CP4A2303,VN0CP4A23031,Trái phiếu Chính phủ BLPH đợt 23/2003,Trái phiếu,Trái phiếu chuyên biệt,12/09/2018,Trái phiếu đáo hạn
1064,CP4A2403,VN0CP4A24039,Trái phiếu Chính phủ BLPH đợt 24/2003,Trái phiếu,Trái phiếu chuyên biệt,12/09/2018,Trái phiếu đáo hạn
1065,CP4A2103,VN0CP4A21035,Trái phiếu Chính phủ BLPH đợt 21/2003,Trái phiếu,Trái phiếu chuyên biệt,10/09/2018,Trái phiếu đáo hạn
1066,GDC,VN000000GDC1,Cổ phiếu Công ty cổ phần Xuất nhập khẩu Gia Định,Cổ phiếu,Đại chúng chưa niêm yết,06/09/2018,Công ty cổ phần Xuất nhập khẩu Gia Định không đáp ứng điều kiện là Công ty đại chúng.
1067,BVDB13143,VNBVDB131431,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,05/09/2018,Trái phiếu đáo hạn
1068,NIC,VN000000NIC6,Cổ phiếu Công ty cổ phần Đầu tư Nhơn Trạch,Cổ phiếu,Đại chúng chưa niêm yết,04/09/2018,Công ty cổ phần Đầu tư Nhơn Trạch không đáp ứng điều kiện là Công ty đại chúng.
1069,HQM,VN000000HQM0,Cổ phiếu CTCP TV-TM-DV Địa ốc Hoàng Quân Mê Kông,Cổ phiếu,Đại chúng chưa niêm yết,31/08/2018,Công ty cổ phần Tư vấn – Thương mại – Dịch vụ Địa ốc Hoàng Quân Mê Kông không đáp ứng điều kiện là Công ty đại chúng
1070,H22,VN000000H225,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển nhà Hà Nội 22,Cổ phiếu,Đại chúng chưa niêm yết,30/08/2018,Công ty cổ phần Đầu tư và Phát triển nhà Hà Nội 22 không đáp ứng điều kiện là Công ty đại chúng.
1071,BVDB13142,VNBVDB131423,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,28/08/2018,Trái phiếu đáo hạn
1072,CP4A2003,VN0CP4A20037,Trái phiếu Chính phủ BLPH đợt 20/2003,Trái phiếu,Trái phiếu chuyên biệt,28/08/2018,Trái phiếu đáo hạn
1073,QHB0818033,VNBB08180333,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,24/08/2018,Trái phiếu đáo hạn
1074,HCMB13256,VNHCMB132567,Trái phiếu Công ty Đầu tư tài chính Nhà nước Tp. Hồ Chí Minh,Trái phiếu,Trái phiếu chuyên biệt,21/08/2018,Trái phiếu đáo hạn
1075,BVDB15197,VNBVDB151975,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,21/08/2018,Trái phiếu đáo hạn
1076,QHD0818030,VNBD08180307,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,20/08/2018,Trái phiếu đáo hạn
1077,BVBS15040,VNBVBS150400,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,10/08/2018,Trái phiếu đáo hạn
1078,GCD,VN000000GCD1,Cổ phiếu Công ty cổ phần Gốm Chu Đậu,Cổ phiếu,UpCOM,08/08/2018,Công ty cổ phần Gốm Chu Đậu đề nghị hủy đăng ký chứng khoán do Công ty không thuộc đối tượng phải đăng ký chứng khoán tại VSD.
1079,BVBS15039,VNBVBS150392,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,03/08/2018,Trái phiếu đáo hạn
1080,VNN,VN000000VNN6,Cổ phiếu Công ty cổ phần Đầu tư và Thương mại VNN,Cổ phiếu,UpCOM,02/08/2018,Công ty cổ phần Đầu tư và Thương mại VNN không còn đáp ứng điều kiện là Công ty đại chúng
1081,WAC,VN000000WAC4,Cổ phiếu Công ty cổ phần Công trình đường thủy - Vinawaco,Cổ phiếu,Đại chúng chưa niêm yết,23/07/2018,Công ty cổ phần Công trình đường thủy - Vinawaco không đáp ứng điều kiện là Công ty đại chúng.
1082,BVBS15037,VNBVBS150376,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,20/07/2018,Trái phiếu đáo hạn
1083,BVDB13139,VNBVDB131399,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,18/07/2018,Trái phiếu đáo hạn
1084,BVBS15036,VNBVBS150368,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,13/07/2018,Trái phiếu đáo hạn
1085,BVDB13138,VNBVDB131381,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,12/07/2018,Trái phiếu đáo hạn
1086,ABG,VN000000ABG9,Cổ phiếu Công ty cổ phần Tập đoàn Đầu tư An Bình,Cổ phiếu,Đại chúng chưa niêm yết,12/07/2018,Công ty cổ phần Đầu tư An Bình không đáp ứng điều kiện là Công ty đại chúng.
1087,BVBS15035,VNBVBS150350,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,06/07/2018,Trái phiếu đáo hạn
1088,CP4A1603,VN0CP4A16035,Trái phiếu Chính phủ BLPH đợt 16/2003,Trái phiếu,Trái phiếu chuyên biệt,29/06/2018,Trái phiếu đáo hạn
1089,HNKD13160,VNHNKD131608,Trái phiếu Kho bạc Nhà nước Hà Nội,Trái phiếu,Trái phiếu chuyên biệt,27/06/2018,Trái phiếu đáo hạn
1090,CP4A1503,VN0CP4A15037,Trái phiếu Chính phủ BLPH đợt 15/2003,Trái phiếu,Trái phiếu chuyên biệt,22/06/2018,Trái phiếu đáo hạn
1091,CP4A1303,VN0CP4A13032,Trái phiếu Chính phủ BLPH đợt 13/2003,Trái phiếu,Trái phiếu chuyên biệt,13/06/2018,Trái phiếu đáo hạn
1092,CP4A1203,VN0CP4A12034,Trái phiếu Chính phủ BLPH đợt 12/2003,Trái phiếu,Trái phiếu chuyên biệt,12/06/2018,Trái phiếu đáo hạn
1093,BVBS15031,VNBVBS150319,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,08/06/2018,Trái phiếu đáo hạn
1094,BVBS15030,VNBVBS150301,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,01/06/2018,Trái phiếu đáo hạn
1095,SCH,VN000000SCH7,Cổ phiếu Công ty cổ phần Thủy điện Sông Chảy 5,Cổ phiếu,UpCOM,01/06/2018,Công ty cổ phần Thủy điện Sông Chảy 5 không còn đáp ứng điều kiện là Công ty đại chúng
1096,BVBS13108,VNBVBS131087,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,01/06/2018,Trái phiếu đáo hạn
1097,TD1318025,VNTD13180250,Trái phiếu Chính phủ đấu thầu đợt 40/2013,Trái phiếu,Trái phiếu chuyên biệt,31/05/2018,Trái phiếu đáo hạn
1098,BVBS15029,VNBVBS150293,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,25/05/2018,Trái phiếu đáo hạn
1099,BVDB13137,VNBVDB131373,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,24/05/2018,Trái phiếu đáo hạn
1100,M26,VN000000M266,Cổ phiếu Công ty cổ phần Đầu tư Kinh doanh và Xây dựng 126,Cổ phiếu,Đại chúng chưa niêm yết,21/05/2018,Công ty cổ phần Đầu tư Kinh doanh và Xây dựng 126 không đáp ứng điều kiện là Công ty đại chúng.
1101,TAD,VN000000TAD8,Cổ phiếu Công ty cổ phần Đầu tư xây dựng và phát triển Trường An,Cổ phiếu,Đại chúng chưa niêm yết,21/05/2018,Công ty cổ phần Đầu tư Xây dựng và Phát triển Trường An không còn đáp ứng đủ điều kiện là Công ty đại chúng.
1102,BVDB13136,VNBVDB131365,Trái phiếu Ngân hàng phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,17/05/2018,Trái phiếu đáo hạn
1103,TNY,VN000000TNY7,Cổ phiếu CTCP Đầu tư Xây dựng Thanh Niên,Cổ phiếu,UpCOM,17/05/2018,Công ty cổ phần Đầu tư Xây dựng Thanh Niên không đáp ứng điều kiện là Công ty đại chúng.
1104,CP4A1003,VN0CP4A10038,Trái phiếu Chính phủ BLPH đợt 10/2003,Trái phiếu,Trái phiếu chuyên biệt,14/05/2018,Trái phiếu đáo hạn
1105,BVDB13135,VNBVDB131357,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,08/05/2018,Trái phiếu đáo hạn
1106,CP4A0903,VN0CP4A09030,Trái phiếu Chính phủ BLPH đợt 09/2003,Trái phiếu,Trái phiếu chuyên biệt,27/04/2018,Trái phiếu đáo hạn
1107,CP4A0703,VN0CP4A07034,Trái phiếu Chính phủ BLPH đợt 07/2003,Trái phiếu,Trái phiếu chuyên biệt,16/04/2018,Trái phiếu đáo hạn
1108,TD1318024,VNTD13180243,Trái phiếu Chính phủ đấu thầu đợt 25/2013,Trái phiếu,Trái phiếu chuyên biệt,13/04/2018,Trái phiếu đáo hạn
1109,BVBS13102,VNBVBS131020,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,12/04/2018,Trái phiếu đáo hạn
1110,MCS,VN000000MCS7,Cổ phiếu Công ty cổ phần Thi Công cơ giới Xây lắp,Cổ phiếu,Đại chúng chưa niêm yết,12/04/2018,Công ty cổ phần Thi công Cơ giới Xây lắp không đáp ứng điều kiện là Công ty đại chúng.
1111,BVBS13101,VNBVBS131012,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,04/04/2018,Trái phiếu đáo hạn
1112,NVL21604,VN0NVL216042,Trái phiếu NVLG042018,Trái phiếu,HOSE,03/04/2018,Trái phiếu đến thời gian đáo hạn
1113,TD1318023,VNTD13180235,Trái phiếu Chính phủ đấu thầu đợt 21/2013,Trái phiếu,Trái phiếu chuyên biệt,30/03/2018,Trái phiếu đáo hạn
1114,BVDB13054,VNBVDB130540,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,29/03/2018,Trái phiếu đáo hạn
1115,CP4A0603,VN0CP4A06036,Trái phiếu Chính phủ BLPH đợt 06/2003,Trái phiếu,Trái phiếu chuyên biệt,28/03/2018,Trái phiếu đáo hạn
1116,BVDB13053,VNBVDB130532,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,23/03/2018,Trái phiếu đáo hạn
1117,CP4A0403,VN0CP4A04031,Trái phiếu Chính phủ BLPH đợt 04/2003,Trái phiếu,Trái phiếu chuyên biệt,20/03/2018,Trái phiếu đáo hạn
1118,BVBS15027,VNBVBS150277,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,16/03/2018,Trái phiếu đáo hạn
1119,BCI,VN000000BCI1,cổ phiếu CTCP Đầu tư Xây dựng Bình Chánh,Cổ phiếu,HOSE,16/03/2018,Cổ phiếu hết hiệu lực lưu hành do Công ty cổ phần Đầu tư xây dựng Bình Chánh hoán đổi cổ phiếu để sáp nhập vào Công ty cổ phần Đầu tư và Kinh doanh Nhà Khang Điền
1120,CXC,VN000000CXC8,Cổ phiếu Công ty cổ phần Cầu Xây,Cổ phiếu,Đại chúng chưa niêm yết,15/03/2018,Công ty cổ phần Cầu Xây không đáp ứng điều kiện là Công ty đại chúng.
1121,TD1318022,VNTD13180227,Trái phiếu Chính phủ đấu thầu đợt 17/2013,Trái phiếu,Trái phiếu chuyên biệt,15/03/2018,Trái phiếu đáo hạn
1122,BVBS15026,VNBVBS150269,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,09/03/2018,Trái phiếu đáo hạn
1123,NHG,VN000000NHG9,Cổ phiếu Công ty cổ phần Cấp thoát nước tỉnh Hà Giang,Cổ phiếu,Đại chúng chưa niêm yết,06/03/2018,Công ty cổ phần NHG không đáp ứng điều kiện là Công ty đại chúng.
1124,BVDB13051,VNBVDB130516,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,02/03/2018,Trái phiếu đáo hạn
1125,BVBS15025,VNBVBS150251,Trái phiếu Ngân hàng chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,02/03/2018,Trái phiếu đáo hạn
1126,SFT,VN000000SFT5,Cổ phiếu Công ty cổ phần Softech,Cổ phiếu,UpCOM,28/02/2018,Công ty cổ phần Softech không đáp ứng điều kiện là Công ty đại chúng.
1127,CTE,VN000000CTE2,Cổ phiếu Công ty cổ phần Hạ tầng viễn thông CMC,Cổ phiếu,Đại chúng chưa niêm yết,28/02/2018,Công ty cổ phần Hạ tầng Viễn thông CMC không đáp ứng điều kiện là Công ty đại chúng.
1128,CP4A0203,VN0CP4A02035,Trái phiếu Chính phủ BLPH đợt 02/2003,Trái phiếu,Trái phiếu chuyên biệt,23/02/2018,Trái phiếu đáo hạn
1129,BVBS15024,VNBVBS150244,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,09/02/2018,Trái phiếu đáo hạn
1130,BVDB13050,VNBVDB130508,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,07/02/2018,Trái phiếu đáo hạn
1131,D26,VN000000D265,Cổ phiếu CTCP Quản lý và Xây dựng đường bộ 26,Cổ phiếu,UpCOM,07/02/2018,Công ty cổ phần Quản lý và xây dựng đường bộ 26 không đáp ứng điều kiện là Công ty đại chúng.
1132,BVBS15023,VNBVBS150236,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,02/02/2018,Trái phiếu đáo hạn
