STT,Mã chứng khoán,Mã ISIN,Tên chứng khoán,Loại chứng khoán,Thị trường,Ngày hủy ĐK,Lý do
123,CMWG2109,VN0CMWG21091,Chứng quyền MWG/VCSC/M/Au/T/A4,Chứng quyền,HOSE,11/02/2022,hủy niêm yết do đáo hạn
124,CVHM2109,VN0CVHM21091,Chứng quyền VHM/VCSC/M/Au/T/A1,Chứng quyền,HOSE,11/02/2022,hủy niêm yết do đáo hạn
125,CMBB2105,VN0CMBB21054,Chứng quyền MBB/VCSC/M/Au/T/A2,Chứng quyền,HOSE,11/02/2022,hủy niêm yết do đáo hạn
126,CKDH2106,VN0CKDH21069,Chứng quyền KDH/VCSC/M/Au/T/A1,Chứng quyền,HOSE,11/02/2022,Hủy niêm yết do đáo hạn
127,BVDB17216,VNBVDB172161,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 4/2017,Trái phiếu,Trái phiếu chuyên biệt,08/02/2022,Trái phiếu đáo hạn
128,BRM,VN000000BRM1,Cổ phiếu Công ty cổ phần Cầu đường Đà Nẵng,Cổ phiếu,UpCOM,08/02/2022,Công ty cổ phần Cầu đường Đà Nẵng hủy tư cách công ty đại chúng.
129,DXD,VN000000DXD4,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển xây lắp Đông Anh,Cổ phiếu,UpCOM,08/02/2022,Công ty cổ phần Đầu tư và Phát triển xây lắp Đông Anh hủy tư cách công ty đại chúng
130,HKG,VN000000HKG5,Cổ phiếu Công ty cổ phần Đầu tư Xây dựng HUD Kiên Giang,Cổ phiếu,UpCOM,28/01/2022,Công ty cổ phần Đầu tư Xây dựng HUD Kiên Giang là doanh nghiệp nhà nước cổ phần hóa và được cấp Giấy chứng nhận đăng ký doanh nghiệp cổ phần năm 2014 không đáp ứng điều kiện là công ty đại chúng đề nghị hủy Đăng ký chứng khoán do không thuộc đối tượng phải đăng ký giao dịch chứng khoán theo quy định tại Thông tư số 32/2021/TT-BTC ngày 17/05/2021 của Bộ Tài chính
131,KBC12006,VN0KBC120069,Trái phiếu Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,Trái phiếu,HNX,28/01/2022,Trái phiếu đến thời gian đáo hạn
132,CFPT2107,VN0CFPT21076,Chứng quyền.FPT.VND.M.CA.T.2021.2,Chứng quyền,HOSE,27/01/2022,hủy niêm yết do đáo hạn
133,CHPG2115,VN0CHPG21152,Chứng quyền.HPG.VND.M.CA.T.2021.2,Chứng quyền,HOSE,27/01/2022,hủy niêm yết do đáo hạn
134,CMWG2110,VN0CMWG21109,Chứng quyền.MWG.VND.M.CA.T.2021.2,Chứng quyền,HOSE,27/01/2022,Hủy niêm yết do đáo hạn
135,CVRE2111,VN0CVRE21113,Chứng quyền.VRE.VND.M.CA.T.2021.2,Chứng quyền,HOSE,27/01/2022,Hủy niêm yết do đáo hạn
136,CMBB2106,VN0CMBB21062,Chứng quyền.MBB.VND.M.CA.T.2021.2,Chứng quyền,HOSE,27/01/2022,hủy niêm yết do đáo hạn
137,CVPB2109,VN0CVPB21097,Chứng quyền.VPB.VND.M.CA.T.2021.2,Chứng quyền,HOSE,27/01/2022,Hủy niêm yết do đáo hạn
138,GTM,VN000000GTM6,Cổ phiếu Công ty cổ phần Tập đoàn Tân Mai,Cổ phiếu,UpCOM,26/01/2022,Công ty cổ phần Tập đoàn Tân Mai hủy tư cách công ty đại chúng
139,CACB2101,VN0CACB21016,Chứng quyền CACB01MBS21CE,Chứng quyền,HOSE,24/01/2022,Hủy niêm yết do đáo hạn
140,QH072213,VN0QH0722137,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,21/01/2022,Trái phiếu đáo hạn
141,BVDB17215,VNBVDB172153,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 3/2017,Trái phiếu,Trái phiếu chuyên biệt,21/01/2022,Trái phiếu đáo hạn
142,CVPB2106,VN0CVPB21063,Chứng quyền VPB/5M/SSI/C/EU/Cash-11,Chứng quyền,HOSE,20/01/2022,Hủy niêm yết do đáo hạn
143,CMBB2104,VN0CMBB21047,Chứng quyền MBB/5M/SSI/C/EU/Cash-11,Chứng quyền,HOSE,20/01/2022,Hủy niêm yết do đáo hạn
144,CNVL2103,VN0CNVL21034,Chứng quyền NVL/5M/SSI/C/EU/Cash-11,Chứng quyền,HOSE,20/01/2022,hủy niêm yết do đáo hạn
145,CKDH2104,VN0CKDH21044,Chứng quyền KDH/5M/SSI/C/EU/Cash-11,Chứng quyền,HOSE,20/01/2022,hủy niêm yết do đáo hạn
146,CSTB2107,VN0CSTB21079,Chứng quyền STB/5M/SSI/C/EU/Cash-11,Chứng quyền,HOSE,20/01/2022,Hủy niêm yết do đáo hạn
147,CTCB2106,VN0CTCB21065,Chứng quyền TCB/5M/SSI/C/EU/Cash-11,Chứng quyền,HOSE,20/01/2022,Hủy niêm yết do đáo hạn
148,TDA,VN000000TDA8,"Cổ phiếu Công ty cổ phần Đầu tư, Xây lắp và Vật liệu Xây dựng Đông Anh",Cổ phiếu,Đại chúng chưa niêm yết,17/01/2022,"Công ty cổ phần Đầu tư, Xây lắp và Vật liệu Xây dựng Đông Anh không đáp ứng điều kiện là Công ty đại chúng."
149,QH072205,VN0QH0722053,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,17/01/2022,Trái phiếu đáo hạn
150,HIZ,VN000000HIZ9,Cổ phiếu Công ty cổ phần Khu công nghiệp Hố Nai,Cổ phiếu,UpCOM,14/01/2022,Công ty cổ phần Khu công nghiệp Hố Nai hủy tư cách công ty đại chúng.
151,KSE,VN000000KSE7,Cổ phiếu Công ty cổ phần Xuất khẩu Thủy sản Khánh Hòa,Cổ phiếu,UpCOM,14/01/2022,Công ty cổ phần Xuất nhập khẩu Thủy sản Khánh Hòa hủy tư cách Công ty đại chúng.
152,CVNM2106,VN0CVNM21065,Chứng quyền VNM/VCSC/M/Au/T/A2,Chứng quyền,HOSE,14/01/2022,hủy niêm yết do đáo hạn chứng quyền
153,C36,VN000000C366,Cổ phiếu Công ty cổ phần Quản lý và Xây dựng công trình giao thông 236,Cổ phiếu,UpCOM,13/01/2022,Công ty cổ phần Quản lý và Xây dựng công trình giao thông 236 hủy tư cách Công ty đại chúng
154,TD1722377,VNTD17223775,Trái phiếu Chính phủ đấu thầu đợt 03/2017,Trái phiếu,Trái phiếu chuyên biệt,12/01/2022,Trái phiếu đáo hạn
155,QH072209,VN0QH0722095,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,11/01/2022,Trái phiếu đáo hạn
156,CHPG2109,VN0CHPG21095,Chứng quyền HPG/VCSC/M/Au/T/A2,Chứng quyền,HOSE,11/01/2022,hủy niêm yết do đáo hạn
157,CSTB2105,VN0CSTB21053,Chứng quyền STB/VCSC/M/Au/T/A1,Chứng quyền,HOSE,11/01/2022,hủy niêm yết do đáo hạn chứng quyền
158,CFPT2106,VN0CFPT21068,Chứng quyền CFPT02MBS21CE,Chứng quyền,HOSE,11/01/2022,hủy niêm yết do đáo hạn
159,CVNM2110,VN0CVNM21107,Chứng quyền CVNM02MBS21CE,Chứng quyền,HOSE,11/01/2022,hủy niêm yết do đáo hạn
160,CFPT2102,VN0CFPT21027,Chứng quyền FPT/VCSC/M/Au/T/A3,Chứng quyền,HOSE,11/01/2022,Hủy niêm yết do đáo hạn
161,CFPT2103,VN0CFPT21035,Chứng quyền FPT-HSC-MET07,Chứng quyền,HOSE,10/01/2022,Hủy niêm yết do đáo hạn
162,CMWG2106,VN0CMWG21067,Chứng quyền MWG-HSC-MET08,Chứng quyền,HOSE,10/01/2022,Hủy niêm yết do đáo hạn
163,CVIC2104,VN0CVIC21041,Chứng quyền VIC-HSC-MET02,Chứng quyền,HOSE,10/01/2022,hủy niêm yết do đáo hạn chứng quyền
164,CPNJ2104,VN0CPNJ21048,Chứng quyền PNJ-HSC-MET04,Chứng quyền,HOSE,10/01/2022,hủy niêm yết do đáo hạn chứng quyền
165,CVNM2107,VN0CVNM21073,Chứng quyền VNM-HSC-MET06,Chứng quyền,HOSE,10/01/2022,hủy niêm yết do đáo hạn
166,CMBB2103,VN0CMBB21039,Chứng quyền MBB-HSC-MET07,Chứng quyền,HOSE,10/01/2022,hủy niêm yết do đáo hạn chứng quyền
167,THA,VN000000THA9,Cổ phiếu CTCP Ô tô Trường Hải,Cổ phiếu,Đại chúng chưa niêm yết,07/01/2022,Công ty cổ phần Ô tô Trường Hải hủy tư cách công ty đại chúng.
168,CMSN2105,VN0CMSN21053,Chứng quyền MSN/5M/SSI/C/EU/Cash-10,Chứng quyền,HOSE,07/01/2022,Hủy niêm yết do đáo hạn
169,CVNM2109,VN0CVNM21099,Chứng quyền VNM/5M/SSI/C/EU/Cash-10,Chứng quyền,HOSE,07/01/2022,Hủy niêm yết do đáo hạn
170,CVIC2105,VN0CVIC21058,Chứng quyền VIC/5M/SSI/C/EU/Cash-10,Chứng quyền,HOSE,07/01/2022,hủy niêm yết do đáo hạn chứng quyền
171,CVJC2101,VN0CVJC21015,Chứng quyền VJC/5M/SSI/C/EU/Cash-10,Chứng quyền,HOSE,07/01/2022,hủy niêm yết do đáo hạn chứng quyền
172,CVHM2107,VN0CVHM21075,Chứng quyền VHM/5M/SSI/C/EU/Cash-10,Chứng quyền,HOSE,07/01/2022,hủy niêm yết do đáo hạn chứng quyền
173,CVRE2106,VN0CVRE21063,Chứng quyền VRE/5M/SSI/C/EU/Cash-10,Chứng quyền,HOSE,07/01/2022,hủy niêm yết do đáo hạn
174,CMWG2107,VN0CMWG21075,Chứng quyền MWG/5M/SSI/C/EU/Cash-10,Chứng quyền,HOSE,07/01/2022,Hủy niêm yết do đáo hạn
175,CFPT2105,VN0CFPT21050,Chứng quyền FPT/5M/SSI/C/EU/Cash-10,Chứng quyền,HOSE,07/01/2022,hủy niêm yết do đáo hạn
176,CHPG2111,VN0CHPG21111,Chứng quyền HPG/5M/SSI/C/EU/Cash-10,Chứng quyền,HOSE,07/01/2022,Hủy niêm yết do đáo hạn
177,CPNJ2105,VN0CPNJ21055,Chứng quyền PNJ/5M/SSI/C/EU/Cash-10,Chứng quyền,HOSE,07/01/2022,Hủy niêm yết do đáo hạn
178,IN7,VN000000IN74,Cổ phiếu Công ty cổ phần In số 7,Cổ phiếu,UpCOM,29/12/2021,Công ty cổ phần In số 7 là doanh nghiệp nhà nước cổ phần hóa và được cấp Giấy chứng nhận đăng ký doanh nghiệp cổ phần ngày 02/05/2002 không đáp ứng điều kiện là công ty đại chúng đề nghị hủy Đăng ký chứng khoán do không thuộc đối tượng phải đăng ký giao dịch chứng khoán theo quy định tại Thông tư số 32/2021/TT-BTC ngày 17/05/2021 của Bộ Tài chính.
179,LDU,VN000000LDU3,Cổ phiếu Công ty cổ phần Dịch vụ và Đầu tư Phát triển Đô thị huyện Long Điền,Cổ phiếu,UpCOM,29/12/2021,Công ty cổ phần Dịch vụ và Đầu tư Phát triển Đô thị huyện Long Điền là doanh nghiệp nhà nước cổ phần hóa và được cấp Giấy chứng nhận đăng ký doanh nghiệp cổ phần ngày 06/08/2010 không đáp ứng điều kiện là công ty đại chúng đề nghị hủy Đăng ký chứng khoán do không thuộc đối tượng phải đăng ký giao dịch chứng khoán theo quy định tại Thông tư số 32/2021/TT-BTC ngày 17/05/2021 của Bộ Tài chính.
180,CHPG2112,VN0CHPG21129,Chứng quyền CHPG02MBS21CE,Chứng quyền,HOSE,28/12/2021,Hủy niêm yết do đáo hạn chứng quyền
181,CTCB2107,VN0CTCB21073,Chứng quyền CTCB02MBS21CE,Chứng quyền,HOSE,28/12/2021,Hủy niêm yết do đáo hạn chứng quyền
182,CVRE2108,VN0CVRE21089,Chứng quyền CVRE02MBS21CE,Chứng quyền,HOSE,28/12/2021,Hủy niêm yết do đáo hạn chứng quyền
183,CVHM2108,VN0CVHM21083,Chứng quyền CVHM02MBS21CE,Chứng quyền,HOSE,28/12/2021,Hủy niêm yết do đáo hạn
184,CKDH2105,VN0CKDH21051,Chứng quyền CKDH02MBS21CE,Chứng quyền,HOSE,28/12/2021,Hủy niêm yết do đáo hạn
185,CJV,VN000000CJV7,Cổ phiếu Công ty cổ phần Đầu tư Thương mại Việt Nhật,Cổ phiếu,UpCOM,27/12/2021,Công ty cổ phần Đầu tư Thương mại Việt Nhật không còn đáp ứng điều kiện là Công ty đại chúng.
186,BVDB18003,VNBVDB180032,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 3/2018,Trái phiếu,Trái phiếu chuyên biệt,24/12/2021,Trái phiếu đáo hạn
187,BID10406,VN0BID104066,Trái phiếu dài hạn đợt 2/2006 kỳ hạn 20 năm,Trái phiếu,HOSE,22/12/2021,Trái phiếu được mua lại toàn bộ trước ngày đáo hạn theo quy định về thời hạn của trái phiếu nêu tại Nghị quyết số 398/NQ-BIDV ngày 26/10/2006
188,HKC,VN000000HKC4,Cổ phiếu Công ty cổ phần Dệt kim Hà Nội,Cổ phiếu,UpCOM,22/12/2021,Công ty cổ phần Dệt kim Hà Nội không còn đáp ứng điều kiện là Công ty đại chúng.
189,QH062142,VN0QH0621420,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,22/12/2021,Trái phiếu đáo hạn
190,PME,VN000000PME9,Cổ phiếu Công ty cổ phần Pymepharco,Cổ phiếu,HOSE,21/12/2021,Công ty không còn đáp ứng điều kiện là công ty đại chúng.
191,SCR11816,VN0SCR118166,Trái phiếu SCR.BOND.2018,Trái phiếu,HOSE,17/12/2021,Trái phiếu đến thời gian đáo hạn
192,BVDB18002,VNBVDB180024,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 2/2018,Trái phiếu,Trái phiếu chuyên biệt,17/12/2021,Trái phiếu đáo hạn
193,CSTB2108,VN0CSTB21087,Chứng quyền CSTB02MBS21CE,Chứng quyền,HOSE,13/12/2021,Hủy niêm yết do đáo hạn
194,BVDB18001,VNBVDB180016,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 1/2018,Trái phiếu,Trái phiếu chuyên biệt,10/12/2021,Trái phiếu đáo hạn
195,QH062140,VN0QH0621404,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,10/12/2021,Trái phiếu đáo hạn
196,STN,VN000000STN9,Cổ phiếu Công ty cổ phần Thương mại Sài Gòn Tây Nam,Cổ phiếu,UpCOM,09/12/2021,Công ty cổ phần Thương mại Sài Gòn Tây Nam là doanh nghiệp nhà nước cổ phần hóa và được cấp Giấy chứng nhận đăng ký doanh nghiệp cổ phần ngày 31/03/2015 không đáp ứng điều kiện là công ty đại chúng đề nghị hủy Đăng ký chứng khoán do không thuộc đối tượng phải đăng ký giao dịch chứng khoán theo quy định tại Thông tư số 32/2021/TT-BTC ngày 17/05/2021 của Bộ Tài chính.
197,AQN,VN000000AQN3,Cổ phiếu Công ty cổ phần 28 Quảng Ngãi,Cổ phiếu,UpCOM,09/12/2021,Công ty cổ phần 28 Quảng Ngãi không còn đáp ứng điều kiện là công ty đại chúng.
198,SUM,VN000000SUM9,Cổ phiếu Công ty cổ phần Đo đạc và Khoáng sản,Cổ phiếu,UpCOM,08/12/2021,Do Công ty cổ phần Đo đạc và Khoáng sản hủy tư cách công ty đại chúng.
199,CFC,VN000000CFC5,Cổ phiếu CTCP Cafico Việt Nam,Cổ phiếu,UpCOM,08/12/2021,Công ty cổ phần Cafico Việt Nam hủy tư cách công ty đại chúng.
200,CFPT2104,VN0CFPT21043,Chứng quyền FPT/ACBS/Call/EU/cash/4M/10,Chứng quyền,HOSE,07/12/2021,Hủy niêm yết do đáo hạn
201,CHPG2110,VN0CHPG21103,Chứng quyền HPG/ACBS/Call/EU/Cash/4M/05,Chứng quyền,HOSE,07/12/2021,Hủy niêm do đáo hạn chứng quyền
202,CVNM2108,VN0CVNM21081,Chứng quyền VNM/ACBS/Call/EU/Cash/4M/07,Chứng quyền,HOSE,07/12/2021,Hủy niêm yết do đáo hạn chứng quyền
203,DNY,VN000000DNY1,Cổ phiếu Công ty cổ phần Thép DANA - Ý,Cổ phiếu,UpCOM,06/12/2021,Công ty cổ phần Thép Dana – Ý hủy tư cách công ty đại chúng
204,MHP,VN000000MHP2,Cổ phiếu Công ty cổ phần Môi trường và Dịch vụ Đô thị Việt Trì,Cổ phiếu,UpCOM,03/12/2021,Công ty cổ phần Công ty cổ phần Môi trường và Dịch vụ Đô thị Việt Trì hủy tư cách công ty đại chúng.
205,CVJC2102,VN0CVJC21023,Chứng quyền.VJC.KIS.M.CA.T.06,Chứng quyền,HOSE,03/12/2021,Hủy niêm yết do đáo hạn
206,CVRE2107,VN0CVRE21071,Chứng quyền.VRE.KIS.M.CA.T.11,Chứng quyền,HOSE,03/12/2021,Hủy niêm yết do đáo hạn
207,CMSN2106,VN0CMSN21061,Chứng quyền.MSN.KIS.M.CA.T.11,Chứng quyền,HOSE,03/12/2021,Hủy niêm yết do đáo hạn chứng quyền
208,CVPB2105,VN0CVPB21055,Chứng quyền.VPB.KIS.M.CA.T.02,Chứng quyền,HOSE,03/12/2021,Hủy niêm yết do đáo hạn
209,CKDH2103,VN0CKDH21036,Chứng quyền.KDH.KIS.M.CA.T.05,Chứng quyền,HOSE,03/12/2021,Hủy niêm yết do đáo hạn chứng quyền
210,CSTB2106,VN0CSTB21061,Chứng quyền.STB.KIS.M.CA.T.12,Chứng quyền,HOSE,03/12/2021,Hủy niêm yết do đáo hạn chứng quyền
211,CHDB2102,VN0CHDB21027,Chứng quyền.HDB.KIS.M.CA.T.07,Chứng quyền,HOSE,03/12/2021,Hủy niêm yết do đáo hạn chứng quyền
212,C71,VN000000C713,Cổ phiếu Công ty cổ phần 471,Cổ phiếu,UpCOM,02/12/2021,Công ty cổ phần 471 hủy tư cách công ty đại chúng.
213,CXH,VN000000CXH7,Cổ phiếu Công ty cổ phần xe khách Hà Nội,Cổ phiếu,UpCOM,01/12/2021,Công ty cổ phần Xe khách Hà Nội hủy tư cách Công ty đại chúng.
214,QH062139,VN0QH0621396,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,30/11/2021,Trái phiếu đáo hạn
215,BVBS16335,VNBVBS163353,Trái phiếu ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,29/11/2021,Trái phiếu đáo hạn
216,QH062138,VN0QH0621388,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,26/11/2021,Trái phiếu đáo hạn
217,BID11908,VN0BID119080,Trái phiếu Ngân hàng Thương mại cổ phần Đầu tư và Phát triển Việt Nam phát hành ra công chúng Quý IV/2019,Trái phiếu,HOSE,25/11/2021,Trái phiếu được mua lại toàn bộ trước ngày đáo hạn theo quy định về thời hạn của trái phiếu nêu tại Nghị quyết số 1025/NQ-BIDV ngày 16/10/2019
218,TD1621489,VNTD16214890,Trái phiếu Chính phủ đấu thầu đợt 129/2016,Trái phiếu,Trái phiếu chuyên biệt,24/11/2021,Trái phiếu đáo hạn
219,CGC,VN000000CGC3,Cổ phiếu Công ty cổ phần Thương mại và Dịch vụ Cần Giờ,Cổ phiếu,UpCOM,23/11/2021,Công ty cổ phần Thương mại và Dịch vụ Cần Giờ là doanh nghiệp nhà nước cổ phần hóa và được cấp Giấy chứng nhận đăng ký doanh nghiệp cổ phần ngày 02/05/2002 không đáp ứng điều kiện là công ty đại chúng đề nghị hủy Đăng ký chứng khoán do không thuộc đối tượng phải đăng ký giao dịch chứng khoán theo quy định tại Thông tư số 32/2021/TT-BTC ngày 17/05/2021 của Bộ Tài chính.
220,GEM,VN000000GEM8,Cổ phiếu Công ty cổ phần Vật tư Tổng hợp Thành phố Hồ Chí Minh,Cổ phiếu,UpCOM,23/11/2021,Công ty cổ phần Vật tư tổng hợp thành phố Hồ Chí Minh là doanh nghiệp nhà nước cổ phần hóa và được cấp Giấy chứng nhận đăng ký doanh nghiệp cổ phần ngày 29/06/2005 không đáp ứng điều kiện là công ty đại chúng đề nghị hủy Đăng ký chứng khoán do không thuộc đối tượng phải đăng ký giao dịch chứng khoán theo quy định tại Thông tư số 32/2021/TT-BTC ngày 17/05/2021 của Bộ Tài chính.
221,YRC,VN000000YRC4,Cổ phiếu Công ty cổ phần Đường sắt Yên Lào,Cổ phiếu,UpCOM,23/11/2021,Theo đề nghị của Công ty cổ phần Đường sắt Yên Lào do không còn đáp ứng điều kiện là Công ty đại chúng
222,RVN,VN000000RVN7,Cổ phiếu Công ty cổ phần Roxy Việt Nam,Cổ phiếu,Đại chúng chưa niêm yết,23/11/2021,Công ty cổ phần Roxy Việt Nam bị hủy tư cách công ty đại chúng theo công văn số 6672/UBCK-GSĐC ngày 26/10/2021 của Ủy ban Chứng khoán Nhà nước.
223,SSE,VN000000SSE0,Cổ phiếu Công ty cổ phần Thương mại – Dịch vụ Sài Gòn,Cổ phiếu,UpCOM,22/11/2021,Công ty cổ phần Thương mại – Dịch vụ Sài Gòn là doanh nghiệp nhà nước cổ phần hóa và được cấp Giấy chứng nhận đăng ký doanh nghiệp cổ phần năm 2004 không đáp ứng điều kiện là công ty đại chúng đề nghị hủy Đăng ký chứng khoán do không thuộc đối tượng phải đăng ký giao dịch chứng khoán theo quy định tại Thông tư số 32/2021/TT-BTC ngày 17/05/2021 của Bộ Tài chính.
224,XVC,VN000000XVC8,Cổ phiếu Công ty cổ phần Đầu tư Xây dựng Viễn thông Cần Thơ,Cổ phiếu,UpCOM,18/11/2021,Công ty cổ phần Đầu tư Xây dựng Viễn thông Cần Thơ là doanh nghiệp nhà nước cổ phần hóa năm 2004 không đáp ứng điều kiện là công ty đại chúng đề nghị hủy Đăng ký chứng khoán do không thuộc đối tượng phải đăng ký giao dịch chứng khoán theo quy định tại Thông tư số 32/2021/TT-BTC ngày 17/05/2021 của Bộ Tài chính.
225,NNB,VN000000NNB8,Cổ phiếu Công ty cổ phần Cấp thoát nước Ninh Bình,Cổ phiếu,UpCOM,16/11/2021,Công ty cổ phần Cấp thoát nước Ninh Bình không đáp ứng điều kiện là Công ty đại chúng.
226,QH062133,VN0QH0621339,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,15/11/2021,Trái phiếu đáo hạn
227,BVBS16333,VNBVBS163338,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,15/11/2021,Trái phiếu đáo hạn
228,VDB111060,VNVDB1110602,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,11/11/2021,Trái phiếu đáo hạn
229,HHD,VN000000HHD8,Cổ phiếu CTCP Kinh doanh Phát triển nhà và Đô thị Hà Nội,Cổ phiếu,Đại chúng chưa niêm yết,11/11/2021,Công ty không còn đáp ứng điều kiện là công ty đại chúng.
230,CNX,VN000000CNX5,Cổ phiếu Công ty cổ phần công nghệ và tư vấn CIC,Cổ phiếu,UpCOM,10/11/2021,Công ty cổ phần Công nghệ và Tư vấn CIC là doanh nghiệp nhà nước cổ phần hóa và được cấp Giấy chứng nhận đăng ký doanh nghiệp cổ phần năm 2007 không đáp ứng điều kiện là công ty đại chúng đề nghị hủy Đăng ký chứng khoán do không thuộc đối tượng phải đăng ký giao dịch chứng khoán theo quy định tại Thông tư số 32/2021/TT-BTC ngày 17/05/2021 của Bộ Tài chính.
231,CDV,VN000000CDV0,Cổ phiếu Công ty cổ phần Tư vấn Đầu tư và Thiết kế Xây dựng Việt Nam,Cổ phiếu,UpCOM,09/11/2021,Công ty cổ phần Tư vấn Đầu tư và Thiết kế Xây dựng Việt Nam là doanh nghiệp nhà nước cổ phần hóa năm 2006 không đáp ứng điều kiện là công ty đại chúng đề nghị hủy Đăng ký chứng khoán do không thuộc đối tượng phải đăng ký giao dịch chứng khoán theo quy định tại Thông tư số 32/2021/TT-BTC ngày 17/05/2021 của Bộ Tài chính.
