STT,Mã chứng khoán,Mã ISIN,Tên chứng khoán,Sàn chuyển đi,Sàn chuyển đến,Ngày hiệu lực,Tiêu đề
480,ISH,VN000000ISH4,Cổ phiếu Công ty cổ phần Thủy điện Srok Phu Miêng IDICO,Đại chúng chưa niêm yết,UpCOM,25/06/2015,"ISH: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu ISH từ thị trường “Đại chúng chưa niêm yết” sang thị trường UPCOM"
481,MTG,VN000000MTG6,Cổ phiếu Công ty Cổ phần MT GAS,Đại chúng chưa niêm yết,UpCOM,24/06/2015,"MTG: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu MTG từ thị trường ĐCCNY sang thị trường UPCOM"
482,V15,VN000000V150,Cổ phiếu Công ty cổ phần Xây dựng số 15,HNX,Đại chúng chưa niêm yết,17/07/2015,"V15: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu V15 từ thị trường niêm yết trên Sở GDCK Hà Nội sang thị trường Đại chúng chưa niêm yết"
483,PPG,VN000000PPG7,Cổ phiếu Công ty Cổ phần Sản xuất Thương mại - Dịch vụ Phú Phong,Đại chúng chưa niêm yết,UpCOM,19/06/2015,"PPG: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
484,AVF,VN000000AVF9,Cổ phiếu Công ty cổ phần Việt An,Đại chúng chưa niêm yết,UpCOM,16/06/2015,"AVF: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu AVF từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
485,AMD,VN000000AMD3,Cổ phiếu Công ty cổ phần Đầu tư và Khoáng sản FLC STONE,UpCOM,HOSE,15/06/2015,"AMD: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu từ thị trường đăng ký giao dịch tại HNX sang thị trường niêm yết tại HOSE như sau:"
486,NT2,VN000000NT22,Cổ phiếu CTCP Điện lực Dầu Khí Nhơn Trạch 2,UpCOM,HOSE,09/06/2015,"NT2: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu từ thị trường UPCOM sang thị trường HOSE"
487,VST,VN000000VST2,Cổ phiếu CTCP Vận tải và Thuê tàu biển Việt Nam,Đại chúng chưa niêm yết,UpCOM,05/06/2015,"VST: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VST từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
488,SSG,VN000000SSG5,Cổ phiếu Công ty cổ phần Vận tải biển Hải Âu,Đại chúng chưa niêm yết,UpCOM,29/05/2015,"SSG: Thông báo về việc thực hiện chuyển dữ liệu đăng ký, lưu ký cổ phiếu SSG từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
489,LM3,VN000000LM39,Cổ phiếu Công ty Cổ phần LILAMA 3,Đại chúng chưa niêm yết,UpCOM,29/05/2015,"LM3: Thông báo về việc thực hiện chuyển dữ liệu đăng ký, lưu ký cổ phiếu LM3 từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại HNX"
490,SD1,VN000000SD17,Cổ phiếu Công ty cổ phần Sông Đà 1,Đại chúng chưa niêm yết,UpCOM,28/05/2015,"SD1: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu SD1 từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch Upcom"
491,VPC,VN000000VPC4,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,Đại chúng chưa niêm yết,UpCOM,28/05/2015,"VPC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VPC từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch Upcom"
492,PTM,VN000000PTM7,"Cổ phiếu Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ ô tô PTM",Đại chúng chưa niêm yết,UpCOM,26/05/2015,"PTM: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PTM từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch Upcom"
493,CTM,VN000000CTM5,"Cổ phiếu Công ty cổ phần Đầu tư, Xây dựng và Khai thác mỏ VINAVICO",HNX,Đại chúng chưa niêm yết,17/06/2015,"CTM: Thông báo về việc thực hiện chuyển dữ liệu đăng ký, lưu ký chứng khoán CTM từ thị trường niêm yết trên Sở GDCK Hà Nội sang thị trường Đại chúng chưa niêm yết"
494,VNI,VN000000VNI6,Cổ phiếu Công ty CP Đầu tư Bất động sản Việt Nam,Đại chúng chưa niêm yết,UpCOM,21/05/2015,"VNI: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VNI từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
495,TSM,VN000000TSM1,Cổ phiếu Công ty Cổ phần Xi măng Tiên Sơn Hà Tây,HNX,Đại chúng chưa niêm yết,17/06/2015,"TSM: Chuyển dữ liệu đăng ký, lưu ký chứng khoán TSM từ thị trường niêm yết trên Sở GDCK Hà Nội sang thị trường Đại chúng chưa niêm yết"
496,VNN,VN000000VNN6,Cổ phiếu Công ty cổ phần Đầu tư và Thương mại VNN,Đại chúng chưa niêm yết,UpCOM,21/05/2015,"VNN: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VNN từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại HNX"
497,PPG,VN000000PPG7,Cổ phiếu Công ty Cổ phần Sản xuất Thương mại - Dịch vụ Phú Phong,HNX,Đại chúng chưa niêm yết,26/05/2015,"PPG: Thông báo về việc thực hiện chuyển dữ liệu đăng ký, lưu ký cổ phiếu đối với chứng khoán hủy niêm yết trên SGDCK Hà Nội"
498,AVF,VN000000AVF9,Cổ phiếu Công ty cổ phần Việt An,HOSE,Đại chúng chưa niêm yết,15/06/2015,"AVF: Thông báo về việc thực hiện chuyển dữ liệu đăng ký, lưu ký cổ phiếu đối với chứng khoán hủy niêm yết trên SGDCK TP.Hồ Chí Minh"
499,HHA,VN000000HHA4,Cổ phiếu Công ty cổ phần văn phòng phẩm Hồng Hà,Đại chúng chưa niêm yết,UpCOM,19/05/2015,"HHA: Thông báo về việc thực hiện chuyển dữ liệu đăng ký, lưu ký cổ phiếu HHA từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) trên SGDCK Hà Nội"
500,MTG,VN000000MTG6,Cổ phiếu Công ty Cổ phần MT GAS,HOSE,Đại chúng chưa niêm yết,10/06/2015,"MTG: Thông báo về việc thực hiện chuyển dữ liệu đăng ký, lưu ký cổ phiếu đối với chứng khoán hủy niêm yết trên SGDCK TP.Hồ Chí"
501,PFL,VN000000PFL8,Cổ phiếu Công ty cổ phần Dầu khí Đông Đô,Đại chúng chưa niêm yết,UpCOM,13/05/2015,"PFL: Thông báo về việc thực hiện chuyển dữ liệu đăng ký, lưu ký cổ phiếu PFL từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) trên Sở Giao dịch Chứng khoán Hà Nội"
502,SGR,VN000000SGR7,Cổ phiếu Công ty cổ phần Địa ốc Sài Gòn,Đại chúng chưa niêm yết,UpCOM,08/05/2015,"SGR: Thông báo về việc chốt số liệu đăng ký, lưu ký, bù trừ và thanh toán đối với chứng khoán chuyển sàn giao dịch từ DCCNY sang UPCOM"
503,BVG,VN000000BVG5,Cổ phiếu Công ty cổ phần Đầu tư BVG,HNX,Đại chúng chưa niêm yết,26/05/2015,"BVG: Thông báo về việc theo dõi số liệu đăng ký, lưu ký đối với chứng khoán hủy niêm yết trên Sở Giao dịch Chứng khoán Hà Nội"
504,HSI,VN000000HSI4,Cổ phiếu CTCP Vật tư tổng hợp và Phân bón Hoá sinh,Đại chúng chưa niêm yết,UpCOM,06/05/2015,"HSI: Thông báo về việc chốt số liệu đăng ký, lưu ký, bù trừ và thanh toán đối với chứng khoán chuyển sàn giao dịch từ DCCNY sang UPCOM"
505,VNN,VN000000VNN6,Cổ phiếu Công ty cổ phần Đầu tư và Thương mại VNN,HNX,Đại chúng chưa niêm yết,20/05/2015,"VNN: Thông báo về việc thực hiện chuyển dữ liệu đăng ký, lưu ký chứng khoán VNN từ thị trường niêm yết trên Sở GDCK Hà Nội sang thị trường Đại chúng chưa niêm yết"
506,VPC,VN000000VPC4,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,HNX,Đại chúng chưa niêm yết,20/05/2015,"VPC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VPC từ thị trường niêm yết trên Sở GDCK Hà Nội sang thị trường Đại chúng chưa niêm yết"
507,LM3,VN000000LM39,Cổ phiếu Công ty Cổ phần LILAMA 3,HNX,Đại chúng chưa niêm yết,20/05/2015,"LM3: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu LM3 từ thị trường niêm yết trên Sở GDCK Hà Nội sang thị trường Đại chúng chưa niêm yết"
508,PTM,VN000000PTM7,"Cổ phiếu Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ ô tô PTM",HNX,Đại chúng chưa niêm yết,20/05/2015,"PTM: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PTM từ thị trường niêm yết trên Sở GDCK Hà Nội sang thị trường Đại chúng chưa niêm yết"
509,SD1,VN000000SD17,Cổ phiếu Công ty cổ phần Sông Đà 1,HNX,Đại chúng chưa niêm yết,20/05/2015,"SD1: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu SD1 từ thị trường niêm yết trên Sở GDCK Hà Nội sang thị trường Đại chúng chưa niêm yết"
510,SSG,VN000000SSG5,Cổ phiếu Công ty cổ phần Vận tải biển Hải Âu,HNX,Đại chúng chưa niêm yết,20/05/2015,"SSG: Thông báo về việc theo dõi số liệu đăng ký, lưu ký đối với chứng khoán hủy niêm yết trên SGDCK Sở giao dịch Chứng khoán Hà Nội"
511,BTH,VN000000BTH7,Cổ phiếu CTCP Chế tạo Biến thế và Vật liệu điện Hà Nội,HNX,Đại chúng chưa niêm yết,12/05/2015,"BTH: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu BTH từ thị trường niêm yết trên Sở GDCK Hà Nội sang thị trường Đại chúng chưa niêm yết"
512,NVN,VN000000NVN6,Cổ phiếu Công ty cổ phần Nhà Việt Nam,HOSE,Đại chúng chưa niêm yết,08/05/2015,"NVN: Thông báo về việc theo dõi số liệu đăng ký, lưu ký đối với chứng khoán hủy niêm yết trên SGDCK TP.Hồ Chí Minh"
513,VST,VN000000VST2,Cổ phiếu CTCP Vận tải và Thuê tàu biển Việt Nam,HOSE,Đại chúng chưa niêm yết,13/05/2015,"VST: Thông báo về việc theo dõi số liệu đăng ký, lưu ký đối với chứng khoán hủy niêm yết trên SGDCK TP.Hồ Chí Minh"
514,DCT,VN000000DCT4,Cổ phiếu CTCP Tấm lợp Vật liệu xây dựng Đồng Nai,HOSE,Đại chúng chưa niêm yết,13/05/2015,"DCT: Thông báo về việc theo dõi số liệu đăng ký, lưu ký đối với chứng khoán hủy niêm yết trên SGDCK TP.Hồ Chí Minh"
515,VT8,VN000000VT89,Cổ phiếu Công ty cổ phần Dịch vụ vận tải ô tô Số 8,Đại chúng chưa niêm yết,UpCOM,07/04/2015,"VT8: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VT8 từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) trên Sở GDCK Hà Nội"
516,PFL,VN000000PFL8,Cổ phiếu Công ty cổ phần Dầu khí Đông Đô,HNX,Đại chúng chưa niêm yết,05/05/2015,"PFL: Thông báo về việc theo dõi số liệu đăng ký, lưu ký đối với chứng khoán hủy niêm yết trên Sở Giao dịch Chứng khoán Hà Nội"
517,VNI,VN000000VNI6,Cổ phiếu Công ty CP Đầu tư Bất động sản Việt Nam,HOSE,Đại chúng chưa niêm yết,05/05/2015,"VNI: Thông báo về việc theo dõi số liệu đăng ký, lưu ký đối với chứng khoán hủy niêm yết trên SGDCK TP.Hồ Chí Minh"
518,BHC,VN000000BHC3,Cổ phiếu Công ty Cổ phần Bê tông Biên Hòa,Đại chúng chưa niêm yết,UpCOM,01/04/2015,"BHC: Thông báo về việc chốt số liệu đăng ký, lưu ký đối với chứng khoán chuyển sàn giao dịch từ sàn DCCNY sang sàn UPCOM"
519,HSI,VN000000HSI4,Cổ phiếu CTCP Vật tư tổng hợp và Phân bón Hoá sinh,HOSE,Đại chúng chưa niêm yết,04/05/2015,"HSI: Thông báo về việc theo dõi số liệu đăng ký, lưu ký đối với chứng khoán hủy niêm yết trên SGDCK Hồ Chí Minh"
520,HLA,VN000000HLA6,Cổ phiếu công ty cổ phần Hữu Liên á Châu,Đại chúng chưa niêm yết,UpCOM,30/03/2015,"HLA: Thông báo về việc chốt số liệu đăng ký, lưu ký đối với chứng khoán chuyển sàn giao dịch từ sàn DCCNY sang sàn UPCOM"
521,NNG,VN000000NNG7,Cổ phiếu Công ty cổ phần Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,Đại chúng chưa niêm yết,UpCOM,23/03/2015,"NNG: Thông báo về việc chốt số liệu đăng ký, lưu ký đối với chứng khoán chuyển sàn giao dịch từ sàn DCCNY sang sàn UPCOM"
522,PSE,VN000000PSE6,Cổ phiếu Công ty cổ phần Phân bón và Hóa chất dầu khí Đông Nam Bộ,Đại chúng chưa niêm yết,HNX,16/03/2015,"PSE: Thông báo về việc chốt số liệu đăng ký, lưu ký, bù trừ và thanh toán đối với chứng khoán chuyển sàn giao dịch từ DCCNY sang HNX"
523,CNT,VN000000CNT3,Cổ phiếu CTCP Xây dựng và Kinh doanh vật tư,Đại chúng chưa niêm yết,UpCOM,17/03/2015,"CNT: Thông báo về việc chốt số liệu đăng ký, lưu ký, bù trừ và thanh toán, chuyển quyền sở hữu đối với chứng khoán chuyển sàn giao dịch từ DCCNY sang UPCOM"
524,VES,VN000000VES4,Cổ phiếu Công ty cổ phần Đầu tư và Xây dựng điện Mêca Vneco,Đại chúng chưa niêm yết,UpCOM,13/03/2015,"VES: Thông báo về việc chốt số liệu đăng ký, lưu ký đối với chứng khoán chuyển sàn giao dịch từ sàn DCCNY sang sàn UPCOM"
525,SD3,VN000000SD33,Cổ phiếu Công ty Cổ phần Sông Đà 3,Đại chúng chưa niêm yết,UpCOM,23/12/2013,SD3: Thông báo báo chuyển sàn
526,DHD,VN000000DHD7,Cổ phiếu CTCP Dược Vật tư Y tế Hải Dương,UpCOM,Đại chúng chưa niêm yết,11/09/2013,DHD: Thông báo báo chuyển sàn
527,HU4,VN000000HU43,Cổ phiếu Công ty cổ phần Đầu tư và Xây dựng HUD4,HOSE,Đại chúng chưa niêm yết,14/12/2012,HU4: Thông báo báo chuyển sàn
528,SME,VN000000SME3,Cổ phiếu CTCP Chứng khoán SME,HNX,Đại chúng chưa niêm yết,31/10/2012,SME: Thông báo báo chuyển sàn
529,MPC,VN000000MPC3,Cổ phiếu CTCP Tập đoàn Thủy sản Minh Phú,HOSE,Đại chúng chưa niêm yết,03/04/2015,"MPC: Thông báo về việc theo dõi số liệu đăng ký, lưu ký đối với chứng khoán hủy niêm yết trên SGDCK TP.Hồ Chí Minh"
530,CSG,VN000000CSG9,Cổ phiếu CTCP Cáp Sài Gòn,HOSE,Đại chúng chưa niêm yết,08/10/2012,CSG: Thông báo báo chuyển sàn
531,BAS,VN000000BAS4,Cổ phiếu công ty cổ phần BASA,HOSE,Đại chúng chưa niêm yết,08/10/2012,BAS: Thông báo báo chuyển sàn
532,VTE,VN000000VTE2,Cổ phiếu Công ty cổ phần Viễn thông Điện tử VINACAP,HNX,Đại chúng chưa niêm yết,05/10/2012,VTE: Thông báo báo chuyển sàn
533,MED,VN000000MED5,Cổ phiếu Công ty cổ phần Dược Trung ương Mediplantex,HNX,Đại chúng chưa niêm yết,08/08/2012,MED: Thông báo báo chuyển sàn
534,VMG,VN000000VMG2,Cổ phiếu CTCP Thương mại và dịch vụ dầu khí Vũng Tàu,HNX,Đại chúng chưa niêm yết,02/08/2012,VMG: Thông báo báo chuyển sàn
535,AGC,VN000000AGC7,Cổ phiếu Công ty Cổ phần Cà phê An Giang,HNX,Đại chúng chưa niêm yết,19/07/2012,AGC: Thông báo báo chuyển sàn
536,PXH,VN000000PXH9,Cổ phiếu Công ty cổ phần Xây lắp Dầu khí Hà Nội,HNX,Đại chúng chưa niêm yết,19/07/2012,PXH: Thông báo báo chuyển sàn
537,DCC,VN000000DCC0,Cổ phiếu CTCP Xây dựng công nghiệp,HOSE,Đại chúng chưa niêm yết,06/06/2012,DCC: Thông báo báo chuyển sàn
538,MCV,VN000000MCV1,Cổ phiếu Công ty cổ phần Cavico Việt Nam khai thác mỏ và xây dựng,HOSE,Đại chúng chưa niêm yết,19/07/2012,MCV: Thông báo báo chuyển sàn
539,MKP,VN000000MKP6,Cổ phiếu CTCP Hóa - Dược phẩm Mekophar,HOSE,Đại chúng chưa niêm yết,16/07/2012,MKP: Thông báo báo chuyển sàn
540,CAD,VN000000CAD4,Cổ phiếu CTCP chế biến và XNK thuỷ sản Cadovimex,HOSE,Đại chúng chưa niêm yết,06/06/2012,CAD: Thông báo báo chuyển sàn
541,DVD,VN000000DVD8,Cổ phiếu CTCP Dược phẩm Viễn Đông,HOSE,Đại chúng chưa niêm yết,13/09/2011,DVD: Thông báo báo chuyển sàn
542,TRI,VN000000TRI1,Cổ phiếu Công ty Cổ phần Nước Giải khát Sài Gòn,HOSE,Đại chúng chưa niêm yết,16/05/2012,TRI: Thông báo báo chuyển sàn
543,FPC,VN000000FPC7,Cổ Phiếu CTCP FULL POWER,HOSE,Đại chúng chưa niêm yết,15/08/2011,FPC: Thông báo báo chuyển sàn
544,WEB,VN000000WEB8,Cổ phiếu Ngân hàng Thương mại cổ phần Phương Tây,HOSE,Đại chúng chưa niêm yết,15/07/2011,WEB: Thông báo báo chuyển sàn
545,BBT,VN000000BBT0,Cổ phiếu Công ty cổ phần Bông Bạch Tuyết,HOSE,Đại chúng chưa niêm yết,05/07/2011,BBT: Thông báo báo chuyển sàn
546,NHW,VN000000NHW6,Cổ phiếu Công ty cổ phần NGÔ HAN,HOSE,Đại chúng chưa niêm yết,02/03/2015,"NHW: Thông báo về việc theo dõi số liệu đăng ký, lưu ký đối với chứng khoán hủy niêm yết trên SGDCK TP.Hồ Chí Minh"
547,SBC,VN000000SBC0,Cổ phiếu CTCP Vận tải và Giao nhận Bia Sài Gòn,HOSE,Đại chúng chưa niêm yết,25/02/2015,"SBC: Theo dõi số liệu đăng ký, lưu ký đối với chứng khoán hủy niêm yết trên SGDCK TP.Hồ Chí Minh"
548,HLA,VN000000HLA6,Cổ phiếu công ty cổ phần Hữu Liên á Châu,HOSE,Đại chúng chưa niêm yết,25/02/2015,"HLA: Theo dõi số liệu đăng ký, lưu ký đối với chứng khoán hủy niêm yết trên SGDCK TP.Hồ Chí Minh"
549,DBF,VN000000DBF5,Cổ phiếu Công ty cổ phần Lương thực Đông Bắc,UpCOM,Đại chúng chưa niêm yết,22/01/2015,"DBF: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu DBF từ thị trường đăng ký giao dịch trên Sở GDCK Hà Nội sang thị trường Đại chúng chưa niêm yết"
550,BCP,VN000000BCP6,Cổ phiếu Công ty Cổ phần Dược Enlie,UpCOM,Đại chúng chưa niêm yết,12/01/2015,"BCP: Chốt số liệu đăng ký, lưu ký, bù trừ và thanh toán đối với chứng khoán chuyển sàn giao dịch từ UPCOM sang Đại chúng chưa niêm yết"
551,TCO,VN000000TCO1,Cổ phiếu CTCP Vận tải Đa phương thức Duyên Hải,UpCOM,HOSE,20/12/2011,TCO: Thông báo chuyển sàn
552,HU1,VN000000HU19,Cổ phiếu CTCP Đầu tư và Xây dựng HUD1,UpCOM,HOSE,02/11/2011,HU1: Thông báo chuyển sàn
553,HPR,VN000000HPR1,Cổ phiếu Công ty cổ phần Đầu tư Xây dựng Hồng Phát,HNX,Đại chúng chưa niêm yết,07/05/2013,HPR: Thông báo chuyển sàn
554,PDN,VN000000PDN9,Cổ phiếu CTCP Cảng Đồng Nai,UpCOM,HOSE,29/08/2011,PDN: Thông báo chuyển sàn
555,PPP,VN000000PPP8,Cổ phiếu CTCP Dược phẩm Phong Phú,UpCOM,HNX,15/07/2011,PPP: Thông báo chuyển sàn
556,STL,VN000000STL3,Cổ phiếu Công ty cổ phần Sông Đà - Thăng Long,HNX,Đại chúng chưa niêm yết,01/08/2013,STL: Thông báo chuyển sàn
557,ACC,VN000000ACC6,Cổ phiếu Công ty cổ phần Đầu tư và Xây dựng Bình Dương ACC,UpCOM,HOSE,29/06/2011,ACC: Thông báo chuyển sàn
558,NTB,VN000000NTB5,Cổ phiếu CTCP Đầu tư xây dựng và Khai thác công trình giao thông 584,HOSE,Đại chúng chưa niêm yết,26/07/2013,NTB: Thông báo chuyển sàn
559,SCC,VN000000SCC8,Cổ phiếu Công ty cổ phần Đầu tư thương mại Hưng Long tỉnh Hòa Bình,HNX,Đại chúng chưa niêm yết,27/05/2013,SCC: Thông báo chuyển sàn
560,SDJ,VN000000SDJ1,Cổ phiếu Công ty Cổ phần Sông Đà 25,HNX,Đại chúng chưa niêm yết,24/05/2013,SDJ: Thông báo chuyển sàn
561,SVS,VN000000SVS4,Cổ phiếu Công ty Cổ phần Chứng khoán Sao Việt,HNX,Đại chúng chưa niêm yết,15/05/2013,SVS: Thông báo chuyển sàn
562,SVS,VN000000SVS4,Cổ phiếu Công ty Cổ phần Chứng khoán Sao Việt,UpCOM,HNX,06/07/2010,SVS: Thông báo chuyển sàn
563,S27,VN000000S271,Cổ phiếu Công ty cổ phần Sông Đà 27,HNX,Đại chúng chưa niêm yết,22/05/2013,S27: Thông báo chuyển sàn
564,BID10904,VN0BID109040,Trái phiếu dài hạn Ngân hàng TMCP Đầu tư và Phát triển Việt Nam đợt 1/2009,Trái phiếu chuyên biệt,HNX,28/05/2010,BID10904: Thông báo chuyển sàn
565,DDM,VN000000DDM7,Cổ phiếu công ty cổ phần Hàng Hải Đông Đô,HOSE,Đại chúng chưa niêm yết,15/04/2013,DDM: Thông báo chuyển sàn
566,SBS,VN000000SBS6,Cổ phiếu CTCP Chứng khoán Ngân hàng Sài Gòn - Thương Tín,HNX,Đại chúng chưa niêm yết,27/03/2013,SBS: Thông báo chuyển sàn
567,PXM,VN000000PXM9,Cổ phiếu Công ty cổ phần Xây lắp Dầu khí Miền Trung,HOSE,Đại chúng chưa niêm yết,20/05/2014,PXM: Thông báo chuyển sàn
568,DTC,VN000000DTC4,Cổ phiếu CTCP Viglacera Đông Triều,HNX,Đại chúng chưa niêm yết,27/03/2013,DTC: Thông báo chuyển sàn
569,PVA,VN000000PVA8,Cổ phiếu Công ty cổ phần Tổng công ty Xây lắp Dầu khí Nghệ An,HNX,Đại chúng chưa niêm yết,12/06/2014,PVA: Thông báo chuyển sàn
570,SJM,VN000000SJM2,Cổ phiếu Công ty Cổ phần Sông Đà 19,Đại chúng chưa niêm yết,UpCOM,27/05/2014,SJM: Thông báo chuyển sàn
571,TAS,VN000000TAS6,Cổ phiếu Công ty cổ phần Chứng Khoán Tràng An,HNX,Đại chúng chưa niêm yết,26/09/2013,TAS: Thông báo chuyển sàn
572,SJM,VN000000SJM2,Cổ phiếu Công ty Cổ phần Sông Đà 19,HNX,Đại chúng chưa niêm yết,05/05/2014,SJM: Thông báo chuyển sàn
573,CIC,VN000000CIC9,Cổ phiếu Công ty Cổ phần Đầu tư và Xây dựng (Cotec),HNX,Đại chúng chưa niêm yết,25/09/2013,CIC: Thông báo chuyển sàn
574,HPB,VN000000HPB5,Cổ phiếu Công ty cổ phần Bao Bì PP,HNX,Đại chúng chưa niêm yết,19/09/2013,HPB: Thông báo chuyển sàn
575,PIC,VN000000PIC1,Cổ phiếu Công ty cổ phần Đầu tư Điện lực 3,UpCOM,Đại chúng chưa niêm yết,23/10/2013,PIC: Thông báo chuyển sàn
576,MCL,VN000000MCL2,Cổ phiếu Công ty cổ phần Phát triển nhà và Sản xuát vật liệu xây dựng Chí linh,HNX,Đại chúng chưa niêm yết,28/10/2013,MCL: Thông báo chuyển sàn
577,GBS,VN000000GBS1,Cổ phiếu Công ty Cổ phần Chứng khoán Golden Bridge Việt Nam,HNX,Đại chúng chưa niêm yết,28/10/2013,GBS: Thông báo chuyển sàn
578,AGD,VN000000AGD5,Cổ phiếu Công ty cổ phần Gò Đàng,HOSE,Đại chúng chưa niêm yết,30/08/2013,AGD: Thông báo chuyển sàn
579,DHI,VN000000DHI6,Cổ phiếu CTCP In Diên Hồng,HNX,Đại chúng chưa niêm yết,30/10/2013,DHI: Thông báo chuyển sàn
580,DCD,VN000000DCD8,Cổ phiếu CTCP Du lịch và Thương mại DIC,UpCOM,Đại chúng chưa niêm yết,06/08/2013,DCD: Thông báo chuyển sàn
581,MIH,VN000000MIH7,Cổ phiếu CTCP XNK Khoáng sản Hà Nam,HNX,Đại chúng chưa niêm yết,05/08/2013,MIH: Thông báo chuyển sàn
582,STL,VN000000STL3,Cổ phiếu Công ty cổ phần Sông Đà - Thăng Long,Đại chúng chưa niêm yết,UpCOM,11/11/2013,STL: Thông báo chuyển sàn
583,FLC,VN000000FLC6,Cổ phiếu Công ty cổ phần Tập đoàn FLC,HNX,HOSE,02/08/2013,FLC: Thông báo chuyển sàn
584,XMC,VN000000XMC7,Cổ phiếu Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,HNX,Đại chúng chưa niêm yết,15/11/2013,XMC: Thông báo chuyển sàn
585,HPB,VN000000HPB5,Cổ phiếu Công ty cổ phần Bao Bì PP,Đại chúng chưa niêm yết,UpCOM,06/12/2013,HPB: Thông báo chuyển sàn
586,CLS,VN000000CLS9,Cổ phiếu Công ty Cổ phần Chứng khoán Chợ Lớn,UpCOM,Đại chúng chưa niêm yết,23/07/2013,CLS: Thông báo chuyển sàn
587,KBT,VN000000KBT1,Cổ phiếu CTCP Gạch ngói Kiên Giang,HNX,Đại chúng chưa niêm yết,06/12/2013,KBT: Thông báo chuyển sàn
588,GFC,VN000000GFC6,Cổ phiếu Công ty Cổ phần Sản xuất Thương mại Dịch vụ GFC,HNX,Đại chúng chưa niêm yết,23/07/2013,GFC: Thông báo chuyển sàn
589,CTV,VN000000CTV6,Cổ phiếu Công ty cổ phần Đầu tư - sản xuất và Thương mại Việt Nam,HNX,Đại chúng chưa niêm yết,25/12/2013,CTV: Thông báo chuyển sàn
590,THV,VN000000THV5,Cổ phiếu Công ty cổ phần Tập đoàn Thái Hoà Việt Nam,HNX,Đại chúng chưa niêm yết,08/07/2013,THV: Thông báo chuyển sàn
591,PHS,VN000000PHS9,Cổ phiếu Công ty Cổ phần Chứng khoán Phú Hưng,HNX,Đại chúng chưa niêm yết,14/01/2014,PHS: Thông báo chuyển sàn
592,HBD,VN000000HBD1,Cổ phiếu Công ty cổ phần Bao bì PP Bình Dương,Đại chúng chưa niêm yết,UpCOM,13/09/2013,HBD: Thông báo chuyển sàn
593,NTB,VN000000NTB5,Cổ phiếu CTCP Đầu tư xây dựng và Khai thác công trình giao thông 584,Đại chúng chưa niêm yết,UpCOM,15/01/2014,NTB: Thông báo chuyển sàn
594,HBD,VN000000HBD1,Cổ phiếu Công ty cổ phần Bao bì PP Bình Dương,HNX,Đại chúng chưa niêm yết,22/07/2013,HBD: Thông báo chuyển sàn
595,KSK,VN000000KSK4,Cổ phiếu Công ty cổ phần Khoáng sản luyện kim màu,HOSE,HNX,07/02/2014,KSK: Thông báo chuyển sàn
596,FBT,VN000000FBT1,Cổ phiếu CTCP XNK Lâm thủy sản Bến Tre,HOSE,Đại chúng chưa niêm yết,19/06/2013,FBT: Thông báo chuyển sàn
597,NIS,VN000000NIS2,Cổ phiếu CTCP Dịch vụ hạ tầng mạng,HNX,Đại chúng chưa niêm yết,21/03/2014,NIS: Thông báo chuyển sàn
