STT,Lần đăng ký,Lý do,Số lượng ĐK,Số lượng hủy ĐK,Giá trị ĐK,Giá trị hủy ĐK,Số GCNĐKCK,Ngày cấp
400,Điều chỉnh lần 399,giao dịch hoán đổi,100.000,-1.200.000,1.000.000.000,-12.000.000.000,số 01/2014/GCNETF-VSD-399,26/04/2019
401,Điều chỉnh lần 400,giao dịch hoán đổi,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-400,02/05/2019
402,Điều chỉnh lần 401,giao dịch hoán đổi,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-401,03/05/2019
403,Điều chỉnh lần 402,,0,-600.000,0,-6.000.000.000,số 01/2014/GCNETF-VSD-402,07/05/2019
404,Điều chỉnh lần 403,,800.000,0,8.000.000.000,0,số 01/2014/GCNETF-VSD-403,09/05/2019
405,Điều chỉnh lần 404,,3.100.000,0,31.000.000.000,0,số 01/2014/GCNETF-VSD-404,10/05/2019
406,Điều chỉnh lần 405,giao dịch hoán đổi,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-405,13/05/2019
407,Điều chỉnh lần 406,giao dịch hoán đổi,1.000.000,0,10.000.000.000,0,số 01/2014/GCNETF-VSD-406,14/05/2019
408,Điều chỉnh lần 407,,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-407,15/05/2019
409,Điều chỉnh lần 408,,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-408,16/05/2019
410,Điều chỉnh lần 409,,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-409,17/05/2019
411,Điều chỉnh lần 410,,4.000.000,0,40.000.000.000,0,số 01/2014/GCNETF-VSD-410,31/05/2019
412,Điều chỉnh lần 411,,100.000,-1.000.000,1.000.000.000,-10.000.000.000,số 01/2014/GCNETF-VSD-411,04/06/2019
413,Điều chỉnh lần 412,,5.200.000,0,52.000.000.000,0,số 01/2014/GCNETF-VSD-412,05/06/2019
414,Điều chỉnh lần 413,,5.100.000,0,51.000.000.000,0,số 01/2014/GCNETF-VSD-413,06/06/2019
415,Điều chỉnh lần 414,,4.800.000,0,48.000.000.000,0,số 01/2014/GCNETF-VSD-414,07/06/2019
416,Điều chỉnh lần 415,,9.800.000,0,98.000.000.000,0,số 01/2014/GCNETF-VSD-415,10/06/2019
417,Điều chỉnh lần 416,giao dịch hoán đổi,7.200.000,0,72.000.000.000,0,số 01/2014/GCNETF-VSD-416,11/06/2019
418,Điều chỉnh lần 417,giao dịch hoán đổi,7.100.000,0,71.000.000.000,0,số 01/2014/GCNETF-VSD-417,12/06/2019
419,Điều chỉnh lần 418,giao dịch hoán đổi,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-418,13/06/2019
420,Điều chỉnh lần 419,giao dịch hoán đổi,1.400.000,0,14.000.000.000,0,số 01/2014/GCNETF-VSD-419,14/06/2019
421,Điều chỉnh lần 420,,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-420,17/06/2019
422,Điều chỉnh lần 421,,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-421,18/06/2019
423,Điều chỉnh lần 422,,1.800.000,0,18.000.000.000,0,số 01/2014/GCNETF-VSD-422,19/06/2019
424,Điều chỉnh lần 423,,1.400.000,0,14.000.000.000,0,số 01/2014/GCNETF-VSD-423,20/06/2019
425,Điều chỉnh lần 424,,1.700.000,0,17.000.000.000,0,số 01/2014/GCNETF-VSD-424,21/06/2019
426,Điều chỉnh lần 425,,5.100.000,0,51.000.000.000,0,số 01/2014/GCNETF-VSD-425,24/06/2019
427,Điều chỉnh lần 426,,1.300.000,0,13.000.000.000,0,số 01/2014/GCNETF-VSD-426,25/06/2019
428,Điều chỉnh lần 427,,1.200.000,0,12.000.000.000,0,số 01/2014/GCNETF-VSD-427,26/06/2019
429,Điều chỉnh lần 428,,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-428,27/06/2019
430,Điều chỉnh lần 429,giao dịch hoán đổi,1.000.000,0,10.000.000.000,0,số 01/2014/GCNETF-VSD-429,01/07/2019
431,Điều chỉnh lần 430,,900.000,0,9.000.000.000,0,số 01/2014/GCNETF-VSD-430,02/07/2019
432,Điều chỉnh lần 431,,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-431,03/07/2019
433,Điều chỉnh lần 432,giao dịch hoán đổi,2.500.000,-2.500.000,25.000.000.000,-25.000.000.000,số 01/2014/GCNETF-VSD-432,04/07/2019
434,Điều chỉnh lần 433,,3.600.000,0,36.000.000.000,0,số 01/2014/GCNETF-VSD-433,05/07/2019
435,Điều chỉnh lần 434,,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-434,08/07/2019
436,Điều chỉnh lần 435,,1.500.000,0,15.000.000.000,0,số 01/2014/GCNETF-VSD-435,09/07/2019
437,Điều chỉnh lần 436,giao dịch hoán đổi,0,-1.000.000,0,-10.000.000.000,số 01/2014/GCNETF-VSD-436,11/07/2019
438,Điều chỉnh lần 437,giao dịch hoán đổi,2.000.000,0,20.000.000.000,0,số 01/2014/GCNETF-VSD-437,12/07/2019
439,Điều chỉnh lần 438,giao dịch hoán đổi,0,-2.000.000,0,-20.000.000.000,số 01/2014/GCNETF-VSD-438,17/07/2019
440,Điều chỉnh lần 439,giao dịch hoán đổi,0,-1.500.000,0,-15.000.000.000,số 01/2014/GCNETF-VSD-439,18/07/2019
441,Điều chỉnh lần 440,giao dịch hoán đổi,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-440,26/07/2019
442,Điều chỉnh lần 441,giao dịch hoán đổi,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-441,29/07/2019
443,Điều chỉnh lần 442,giao dịch hoán đổi,1.000.000,-1.500.000,10.000.000.000,-15.000.000.000,số 01/2014/GCNETF-VSD-442,31/07/2019
444,Điều chỉnh lần 443,giao dịch hoán đổi,0,-300.000,0,-3.000.000.000,số 01/2014/GCNETF-VSD-443,01/08/2019
445,Điều chỉnh lần 444,giao dịch hoán đổi,0,-4.900.000,0,-49.000.000.000,số 01/2014/GCNETF-VSD-444,08/08/2019
446,Điều chỉnh lần 445,giao dịch hoán đổi,0,-7.400.000,0,-74.000.000.000,số 01/2014/GCNETF-VSD-445,09/08/2019
447,Điều chỉnh lần 446,giao dịch hoán đổi,0,-2.700.000,0,-27.000.000.000,số 01/2014/GCNETF-VSD-446,12/08/2019
448,Điều chỉnh lần 447,giao dịch hoán đổi,100.000,-3.000.000,1.000.000.000,-30.000.000.000,số 01/2014/GCNETF-VSD-447,13/08/2019
449,Điều chỉnh lần 448,giao dịch hoán đổi,100.000,-3.400.000,1.000.000.000,-34.000.000.000,số 01/2014/GCNETF-VSD-448,14/08/2019
450,Điều chỉnh lần 449,giao dịch hoán đổi,300.000,-2.100.000,3.000.000.000,-21.000.000.000,số 01/2014/GCNETF-VSD-449,15/08/2019
451,Điều chỉnh lần 450,giao dịch hoán đổi,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-450,16/08/2019
452,Điều chỉnh lần 451,giao dịch hoán đổi,1.700.000,-1.200.000,17.000.000.000,-12.000.000.000,số 01/2014/GCNETF-VSD-451,19/08/2019
453,Điều chỉnh lần 452,giao dịch hoán đổi,0,-900.000,0,-9.000.000.000,số 01/2014/GCNETF-VSD-452,20/08/2019
454,Điều chỉnh lần 453,,400.000,-300.000,4.000.000.000,-3.000.000.000,số 01/2014/GCNETF-VSD-453,21/08/2019
455,Điều chỉnh lần 454,giao dịch hoán đổi,0,-100.000,0,-1.000.000.000,số 01/2014/GCNETF-VSD-454,22/08/2019
456,Điều chỉnh lần 455,giao dịch hoán đổi,200.000,-700.000,2.000.000.000,-7.000.000.000,số 01/2014/GCNETF-VSD-455,26/08/2019
457,Điều chỉnh lần 456,giao dịch hoán đổi,200.000,-6.300.000,2.000.000.000,-63.000.000.000,số 01/2014/GCNETF-VSD-456,27/08/2019
458,Điều chỉnh lần 457,giao dịch hoán đổi,300.000,-600.000,3.000.000.000,-6.000.000.000,số 01/2014/GCNETF-VSD-457,28/08/2019
459,Điều chỉnh lần 458,giao dịch hoán đổi,600.000,-1.200.000,6.000.000.000,-12.000.000.000,số 01/2014/GCNETF-VSD-458,29/08/2019
460,Điều chỉnh lần 459,giao dịch hoán đổi,100.000,-2.000.000,1.000.000.000,-20.000.000.000,số 01/2014/GCNETF-VSD-459,30/08/2019
461,Điều chỉnh lần 460,giao dịch hoán đổi,800.000,-1.300.000,8.000.000.000,-13.000.000.000,số 01/2014/GCNETF-VSD-460,05/09/2019
462,Điều chỉnh lần 461,giao dịch hoán đổi,400.000,-200.000,4.000.000.000,-2.000.000.000,số 01/2014/GCNETF-VSD-461,06/09/2019
463,Điều chỉnh lần 462,giao dịch hoán đổi,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-462,09/09/2019
464,Điều chỉnh lần 463,giao dịch hoán đổi,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-463,11/09/2019
465,Điều chỉnh lần 464,giao dịch hoán đổi,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-464,12/09/2019
466,Điều chỉnh lần 465,giao dịch hoán đổi,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-465,13/09/2019
467,Điều chỉnh lần 466,,0,-1.500.000,0,-15.000.000.000,số 01/2014/GCNETF-VSD-466,17/09/2019
468,Điều chỉnh lần 467,giao dịch hoán đổi,0,-1.100.000,0,-11.000.000.000,số 01/2014/GCNETF-VSD-467,19/09/2019
469,Điều chỉnh lần 468,giao dịch hoán đổi,0,-1.000.000,0,-10.000.000.000,số 01/2014/GCNETF-VSD-468,20/09/2019
470,Điều chỉnh lần 469,,1.600.000,-1.800.000,16.000.000.000,-18.000.000.000,số 01/2014/GCNETF-VSD-469,23/09/2019
471,Điều chỉnh lần 470,,0,-600.000,0,-6.000.000.000,số 01/2014/GCNETF-VSD-470,24/09/2019
472,Điều chỉnh lần 1,,0,-100.000,0,-1.000.000.000,số 01/2014/GCNETF-VSD-471,25/09/2019
473,Điều chỉnh lần 472,,0,-900.000,0,-9.000.000.000,số 01/2014/GCNETF-VSD-472,27/09/2019
474,Điều chỉnh lần 473,giao dịch hoán đổi,0,-3.600.000,0,-36.000.000.000,số 01/2014/GCNETF-VSD-473,30/09/2019
475,Điều chỉnh lần 474,giao dịch hoán đổi,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-474,01/10/2019
476,Điều chỉnh lần 475,giao dịch hoán đổi,0,-1.000.000,0,-10.000.000.000,số 01/2014/GCNETF-VSD-475,02/10/2019
477,Điều chỉnh lần 476,giao dịch hoán đổi,0,-200.000,0,-2.000.000.000,số 01/2014/GCNETF-VSD-476,09/10/2019
478,Điều chỉnh lần 477,giao dịch hoán đổi,0,-500.000,0,-5.000.000.000,số 01/2014/GCNETF-VSD-477,15/10/2019
479,Điều chỉnh lần 478,,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-478,18/10/2019
480,Điều chỉnh lần 479,giao dịch hoán đổi,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-479,21/10/2019
481,Điều chỉnh lần 480,giao dịch hoán đổi,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-480,22/10/2019
482,Điều chỉnh lần 481,giao dịch hoán đổi,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-481,23/10/2019
483,Điều chỉnh lần 482,giao dịch hoán đổi,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-482,24/10/2019
484,Điều chỉnh lần 483,,1.000.000,0,10.000.000.000,0,số 01/2014/GCNETF-VSD-483,28/10/2019
485,Điều chỉnh lần 484,giao dịch hoán đổi,700.000,0,7.000.000.000,0,số 01/2014/GCNETF-VSD-484,31/10/2019
486,Điều chỉnh lần 485,giao dịch hoán đổi,1.300.000,0,13.000.000.000,0,số 01/2014/GCNETF-VSD-485,01/11/2019
487,Điều chỉnh lần 486,giao dịch hoán đổi,0,-200.000,0,-2.000.000.000,số 01/2014/GCNETF-VSD-486,05/11/2019
488,Điều chỉnh lần 487,Giao dịch hoán đổi,100.000,-900.000,1.000.000.000,-9.000.000.000,01/2014/GCNETF-VSD-487,06/11/2019
489,Điều chỉnh lần 488,,1.300.000,-500.000,13.000.000.000,-5.000.000.000,số 01/2014/GCNETF-VSD-488,07/11/2019
490,Điều chỉnh lần 489,giao dịch hoán đổi,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-489,08/11/2019
491,Điều chỉnh lần 490,giao dịch hoán đổi,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-490,11/11/2019
492,Điều chỉnh lần 491,,600.000,0,6.000.000.000,0,số 01/2014/GCNETF-VSD-491,12/11/2019
493,Điều chỉnh lần 492,giao dịch hoán đổi,1.200.000,0,12.000.000.000,0,số 01/2014/GCNETF-VSD-492,13/11/2019
494,Điều chỉnh lần 493,giao dịch hoán đổi,1.400.000,0,14.000.000.000,0,số 01/2014/GCNETF-VSD-493,14/11/2019
495,Điều chỉnh lần 494,giao dịch hoán đổi,0,-400.000,0,-4.000.000.000,số 01/2014/GCNETF-VSD-494,15/11/2019
496,Điều chỉnh lần 495,giao dịch hoán đổi,400.000,-1.800.000,4.000.000.000,-18.000.000.000,số 01/2014/GCNETF-VSD-495,19/11/2019
497,Điều chỉnh lần 496,giao dịch hoán đổi,1.000.000,0,10.000.000.000,0,số 01/2014/GCNETF-VSD-496,20/11/2019
498,Điều chỉnh lần 497,giao dịch hoán đổi,100.000,-1.800.000,1.000.000.000,-18.000.000.000,số 01/2014/GCNETF-VSD-497,22/11/2019
499,Điều chỉnh lần 498,giao dịch hoán đổi,900.000,0,9.000.000.000,0,số 01/2014/GCNETF-VSD-498,25/11/2019
500,Điều chỉnh lần 499,giao dịch hoán đổi,4.600.000,0,46.000.000.000,0,số 01/2014/GCNETF-VSD-499,26/11/2019
501,Điều chỉnh lần 500,giao dịch hoán đổi,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-500,27/11/2019
502,Điều chỉnh lần 501,giao dịch hoán đổi,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-501,28/11/2019
503,Điều chỉnh lần 502,giao dịch hoán đổi,700.000,0,7.000.000.000,0,số 01/2014/GCNETF-VSD-502,29/11/2019
504,Điều chỉnh lần 503,giao dịch hoán đổi,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-503,02/12/2019
505,Điều chỉnh lần 504,giao dịch hoán đổi,900.000,0,9.000.000.000,0,số 01/2014/GCNETF-VSD-504,04/12/2019
506,Điều chỉnh lần 505,giao dịch hoán đổi,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-505,05/12/2019
507,Điều chỉnh lần 506,giao dịch hoán đổi,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-506,09/12/2019
508,Điều chỉnh lần 507,,600.000,0,6.000.000.000,0,số 01/2014/GCNETF-VSD-507,11/12/2019
509,Điều chỉnh lần 508,giao dịch hoán đổi,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-508,12/12/2019
510,Điều chỉnh lần 509,giao dịch hoán đổi,3.500.000,0,35.000.000.000,0,số 01/2014/GCNETF-VSD-509,16/12/2019
511,Điều chỉnh lần 510,giao dịch hoán đổi,1.700.000,0,17.000.000.000,0,số 01/2014/GCNETF-VSD-510,17/12/2019
512,Điều chỉnh lần 511,giao dịch hoán đổi,1.000.000,0,10.000.000.000,0,số 01/2014/GCNETF-VSD-511,18/12/2019
513,Điều chỉnh lần 512,giao dịch hoán đổi,1.800.000,0,18.000.000.000,0,số 01/2014/GCNETF-VSD-512,19/12/2019
514,Điều chỉnh lần 513,giao dịch hoán đổi,2.600.000,0,26.000.000.000,0,số 01/2014/GCNETF-VSD-513,20/12/2019
515,Điều chỉnh lần 514,giao dịch hoán đổi,1.400.000,0,14.000.000.000,0,số 01/2014/GCNETF-VSD-514,23/12/2019
516,Điều chỉnh lần 515,giao dịch hoán đổi,1.300.000,0,13.000.000.000,0,số 01/2014/GCNETF-VSD-515,24/12/2019
517,Điều chỉnh lần 516,giao dịch hoán đổi,4.100.000,0,41.000.000.000,0,số 01/2014/GCNETF-VSD-516,25/12/2019
518,Điều chỉnh lần 517,giao dịch hoán đổi,1.200.000,0,12.000.000.000,0,số 01/2014/GCNETF-VSD-517,30/12/2019
519,Điều chỉnh lần 518,giao dịch hoán đổi,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-518,31/12/2019
520,Điều chỉnh lần 519,,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-519,02/01/2020
521,Điều chỉnh lần 520,,600.000,0,6.000.000.000,0,số 01/2014/GCNETF-VSD-520,03/01/2020
522,Điều chỉnh lần 521,giao dịch hoán đổi,1.500.000,0,15.000.000.000,0,số 01/2014/GCNETF-VSD-521,06/01/2020
523,Điều chỉnh lần 522,giao dịch hoán đổi,2.100.000,0,21.000.000.000,0,số 01/2014/GCNETF-VSD-522,07/01/2020
524,Điều chỉnh lần 523,giao dịch hoán đổi,1.000.000,0,10.000.000.000,0,số 01/2014/GCNETF-VSD-523,08/01/2020
525,Điều chỉnh lần 524,giao dịch hoán đổi,1.800.000,0,18.000.000.000,0,số 01/2014/GCNETF-VSD-524,09/01/2020
526,Điều chỉnh lần 525,giao dịch hoán đổi,600.000,0,6.000.000.000,0,số 01/2014/GCNETF-VSD-525,10/01/2020
527,Điều chỉnh lần 526,giao dịch hoán đổi,1.600.000,0,16.000.000.000,0,số 01/2014/GCNETF-VSD-526,14/01/2020
528,Điều chỉnh lần 527,giao dịch hoán đổi,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-527,15/01/2020
529,Điều chỉnh lần 528,,1.100.000,0,11.000.000.000,0,số 01/2014/GCNETF-VSD-528,16/01/2020
530,Điều chỉnh lần 529,giao dịch hoán đổi,1.400.000,0,14.000.000.000,0,số 01/2014/GCNETF-VSD-529,17/01/2020
531,Điều chỉnh lần 530,giao dịch hoán đổi,2.200.000,0,22.000.000.000,0,số 01/2014/GCNETF-VSD-530,20/01/2020
532,Điều chỉnh lần 531,giao dịch hoán đổi,700.000,0,7.000.000.000,0,số 01/2014/GCNETF-VSD-531,21/01/2020
533,Điều chỉnh lần 532,giao dịch hoán đổi,2.000.000,0,20.000.000.000,0,số 01/2014/GCNETF-VSD-532,22/01/2020
534,Điều chỉnh lần 533,giao dịch hoán đổi,500.000,-200.000,5.000.000.000,-2.000.000.000,số 01/2014/GCNETF-VSD-533,30/01/2020
535,Điều chỉnh lần 534,giao dịch hoán đổi,700.000,-400.000,7.000.000.000,-4.000.000.000,số 01/2014/GCNETF-VSD-534,31/01/2020
536,Điều chỉnh lần 535,giao dịch hoán đổi,1.300.000,-500.000,13.000.000.000,-5.000.000.000,số 01/2014/GCNETF-VSD-535,03/02/2020
537,Điều chỉnh lần 536,giao dịch hoán đổi,1.900.000,-1.900.000,19.000.000.000,-19.000.000.000,số 01/2014/GCNETF-VSD-536,04/02/2020
538,Điều chỉnh lần 537,giao dịch hoán đổi,2.200.000,-300.000,22.000.000.000,-3.000.000.000,số 01/2014/GCNETF-VSD-537,05/02/2020
539,Điều chỉnh lần 538,giao dịch hoán đổi,3.400.000,-400.000,34.000.000.000,-4.000.000.000,số 01/2014/GCNETF-VSD-538,06/02/2020
540,Điều chỉnh lần 539,giao dịch hoán đổi,2.800.000,0,28.000.000.000,0,số 01/2014/GCNETF-VSD-539,07/02/2020
541,Điều chỉnh lần 540,giao dịch hoán đổi,1.400.000,-200.000,14.000.000.000,-2.000.000.000,số 01/2014/GCNETF-VSD-540,10/02/2020
542,Điều chỉnh lần 541,giao dịch hoán đổi,2.500.000,-1.800.000,25.000.000.000,-18.000.000.000,số 01/2014/GCNETF-VSD-541,11/02/2020
543,Điều chỉnh lần 542,giao dịch hoán đổi,700.000,-1.500.000,7.000.000.000,-15.000.000.000,số 01/2014/GCNETF-VSD-542,12/02/2020
544,Điều chỉnh lần 543,giao dịch hoán đổi,2.800.000,-2.500.000,28.000.000.000,-25.000.000.000,số 01/2014/GCNETF-VSD-543,13/02/2020
545,Điều chỉnh lần 544,giao dịch hoán đổi,1.100.000,-200.000,11.000.000.000,-2.000.000.000,số 01/2014/GCNETF-VSD-544,14/02/2020
546,Điều chỉnh lần 545,,800.000,0,8.000.000.000,0,số 01/2014/GCNETF-VSD-545,17/02/2020
547,Điều chỉnh lần 546,giao dịch hoán đổi,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-546,18/02/2020
548,Điều chỉnh lần 547,giao dịch hoán đổi,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-547,19/02/2020
549,Điều chỉnh lần 548,giao dịch hoán đổi,1.200.000,0,12.000.000.000,0,số 01/2014/GCNETF-VSD-548,20/02/2020
550,Điều chỉnh lần 549,giao dịch hoán đổi,0,-2.200.000,0,-22.000.000.000,số 01/2014/GCNETF-VSD-549,24/02/2020
551,Điều chỉnh lần 550,giao dịch hoán đổi,100.000,-300.000,1.000.000.000,-3.000.000.000,số 01/2014/GCNETF-VSD-550,25/02/2020
552,Điều chỉnh lần 551,giao dịch hoán đổi,100.000,-1.500.000,1.000.000.000,-15.000.000.000,số 01/2014/GCNETF-VSD-551,26/02/2020
553,Điều chỉnh lần 552,giao dịch hoán đổi,1.100.000,-2.100.000,11.000.000.000,-21.000.000.000,số 01/2014/GCNETF-VSD-552,27/02/2020
554,Điều chỉnh lần 553,giao dịch hoán đổi,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-553,28/02/2020
555,Điều chỉnh lần 554,giao dịch hoán đổi,1.600.000,0,16.000.000.000,0,số 01/2014/GCNETF-VSD-554,03/03/2020
556,Điều chỉnh lần 555,giao dịch hoán đổi,1.000.000,0,10.000.000.000,0,Số 01/2014/GCNETF-VSD-555,04/03/2020
557,Điều chỉnh lần 556,giao dịch hoán đổi,0,-300.000,0,-3.000.000.000,số 01/2014/GCNETF-VSD-556,10/03/2020
558,Điều chỉnh lần 557,giao dịch hoán đổi,1.100.000,-1.300.000,11.000.000.000,-13.000.000.000,số 01/2014/GCNETF-VSD-557,11/03/2020
559,Điều chỉnh lần 558,,200.000,-6.100.000,2.000.000.000,-61.000.000.000,số 01/2014/GCNETF-VSD-558,12/03/2020
560,Điều chỉnh lần 559,giao dịch hoán đổi,300.000,-4.300.000,3.000.000.000,-43.000.000.000,số 01/2014/GCNETF-VSD-559,13/03/2020
561,Điều chỉnh lần 560,giao dịch hoán đổi,600.000,-5.800.000,6.000.000.000,-58.000.000.000,số 01/2014/GCNETF-VSD-560,16/03/2020
562,Điều chỉnh lần 561,giao dịch hoán đổi,1.600.000,-3.200.000,16.000.000.000,-32.000.000.000,số 01/2014/GCNETF-VSD-561,17/03/2020
563,Điều chỉnh lần 562,giao dịch hoán đổi,1.900.000,-2.600.000,19.000.000.000,-26.000.000.000,số 01/2014/GCNETF-VSD-562,18/03/2020
564,Điều chỉnh lần 563,,400.000,-6.000.000,4.000.000.000,-60.000.000.000,01/2014/GCNETF-VSD-563,19/03/2020
565,Điều chỉnh lần 564,giao dịch hoán đổi,1.000.000,-4.600.000,10.000.000.000,-46.000.000.000,số 01/2014/GCNETF-VSD-564,20/03/2020
566,Điều chỉnh lần 565,giao dịch hoán đổi,1.300.000,0,13.000.000.000,0,số 01/2014/GCNETF-VSD-565,23/03/2020
567,Điều chỉnh lần 566,,1.200.000,-3.500.000,12.000.000.000,-35.000.000.000,số 01/2014/GCNETF-VSD-566,26/03/2020
568,Điều chỉnh lần 567,giao dịch hoán đổi,600.000,-2.600.000,6.000.000.000,-26.000.000.000,số 01/2014/GCNETF-VSD-567,27/03/2020
569,Điều chỉnh lần 568,giao dịch hoán đổi,1.100.000,-2.000.000,11.000.000.000,-20.000.000.000,số 01/2014/GCNETF-VSD-568,30/03/2020
570,Điều chỉnh lần 569,giao dịch hoán đổi,800.000,-1.000.000,8.000.000.000,-10.000.000.000,số 01/2014/GCNETF-VSD-569,31/03/2020
571,Điều chỉnh lần 570,,1.400.000,0,14.000.000.000,0,số 01/2014/GCNETF-VSD-570,01/04/2020
572,Điều chỉnh lần 571,,200.000,-5.500.000,2.000.000.000,-55.000.000.000,01/2014/GCNETF-VSD-571,03/04/2020
573,Điều chỉnh lần 572,,200.000,-600.000,2.000.000.000,-6.000.000.000,01/2014/GCNETF-VSD-572,06/04/2020
574,Điều chỉnh lần 573,,0,-1.900.000,0,-19.000.000.000,01/2014/GCNETF-VSD-573,07/04/2020
575,Điều chỉnh lần 574,,0,-200.000,0,-2.000.000.000,01/2014/GCNETF-VSD-574,08/04/2020
576,Điều chỉnh lần 575,,0,-800.000,0,-8.000.000.000,01/2014/GCNETF-VSD-575,09/04/2020
577,Điều chỉnh lần 576,,0,-500.000,0,-5.000.000.000,số 01/2014/GCNETF-VSD-576,10/04/2020
578,Điều chỉnh lần 577,Giao dịch hoán đổi,0,-600.000,0,-6.000.000.000,01/2014/GCNETF-VSD-577,14/04/2020
579,Điều chỉnh lần 578,Giao dịch hoán đổi,0,-200.000,0,-2.000.000.000,01/2014/GCNETF-VSD-578,15/04/2020
580,Điều chỉnh lần 579,Ghi sổ,5.000.000,0,50.000.000.000,0,số 01/2014/GCNETF-VSD-579,20/04/2020
581,Điều chỉnh lần 580,giao dịch hoán đổi,600.000,0,6.000.000.000,0,01/2014/GCNETF-VSD-580,21/04/2020
582,Điều chỉnh lần 581,giao dịch hoán đổi,0,-2.300.000,0,-23.000.000.000,số 01/2014/GCNETF-VSD-581,23/04/2020
583,Điều chỉnh lần 582,giao dịch hoán đổi,100.000,-3.700.000,1.000.000.000,-37.000.000.000,số 01/2014/GCNETF-VSD-582,24/04/2020
584,Điều chỉnh lần 583,Giao dịch hoán đổi,100.000,-3.000.000,1.000.000.000,-30.000.000.000,01/2014/GCNETF-VSD-583,27/04/2020
585,Điều chỉnh lần 584,Giao dịch hoán đổi,0,-1.000.000,0,-10.000.000.000,01/2014/GCNETF-VSD-584,28/04/2020
586,Điều chỉnh lần 585,giao dịch hoán đổi,0,-100.000,0,-1.000.000.000,số 01/2014/GCNETF-VSD-585,29/04/2020
587,Điều chỉnh lần 586,giao dịch hoán đổi,0,-300.000,0,-3.000.000.000,số 01/2014/GCNETF-VSD-586,04/05/2020
588,Điều chỉnh lần 587,Giao dịch hoán đổi,0,-500.000,0,-5.000.000.000,01/2014/GCNETF-VSD-587,05/05/2020
589,Điều chỉnh lần 588,giao dịch hoán đổi,0,-200.000,0,-2.000.000.000,số 01/2014/GCNETF-VSD-588,07/05/2020
590,Điều chỉnh lần 589,giao dịch hoán đổi,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-589,08/05/2020
591,Điều chỉnh lần 590,giao dịch hoán đổi,800.000,0,8.000.000.000,0,số 01/2014/GCNETF-VSD-590,11/05/2020
592,Điều chỉnh lần 591,Giao dịch hoán đổi,2.700.000,0,27.000.000.000,0,01/2014/GCNETF-VSD-591,12/05/2020
593,Điều chỉnh lần 592,Giao dịch hoán đổi,200.000,-800.000,2.000.000.000,-8.000.000.000,01/2014/GCNETF-VSD-592,13/05/2020
594,Điều chỉnh lần 593,giao dịch hoán đổi,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-593,14/05/2020
595,Điều chỉnh lần 594,Giao dịch hoán đổi,500.000,-600.000,5.000.000.000,-6.000.000.000,01/2014/GCNETF-VSD-594,15/05/2020
596,Điều chỉnh lần 595,giao dịch hoán đổi,0,-100.000,0,-1.000.000.000,số 01/2014/GCNETF-VSD-595,18/05/2020
